document_id,cluster_id,source_group,category,char_count
doc_4d37de5e10b8f376,near_0480,cn,other,3405
doc_4d4f4289bc173bec,near_0481,cn,other,1557
doc_4d56b9fcb5ebe9f5,near_0482,cn,other,3827
doc_4d8bbae825805ac9,near_0483,cn,other,10077
doc_4dd50dcbab020ec9,near_0484,raib,infrastructure,7287
doc_4e5256f618be50e4,near_0485,cn,other,15072
doc_4e61a7dc9e05bf8e,near_0486,cn,hazardous_material,5130
doc_4e75e4b100788093,near_0487,cn,other,4786
doc_4e78e033e2cc7191,near_0488,cn,other,17180
doc_4e970c861cd70313,near_0489,raib,derailment,84058
doc_4e9b4ff221f639cd,near_0490,raib,derailment,229412
doc_4e9e94e09acb3f35,near_0491,cn,other,47506
doc_4ede4186c742a736,near_0492,cn,other,8172
doc_4f0f6938a9bd8dc0,near_0493,cn,other,15619
doc_4f7bdec114bfbc15,near_0494,raib,collision,22949
doc_4f9b2bdc9801b390,near_0495,cn,other,57029
doc_4f9c4e9a309cf013,near_0496,cn,other,25122
doc_4fac775d448a4ceb,near_0497,cn,other,1927
doc_4faf865e05c45b92,near_0498,cn,construction,2460
doc_4fc786dbc6247820,near_0499,cn,other,8045
doc_4ff16bd533a228a9,near_0500,cn,construction,22625
doc_5000fd7602905252,near_0501,cn,other,18264
doc_501414a700896829,near_0502,raib,collision,84759
doc_501cbb7fd2907707,near_0503,cn,other,4865
doc_505512317d96cb19,near_0504,cn,other,7777
doc_506e90a3936c855d,near_0505,cn,hazardous_material,1958
doc_508fe949ab8837cd,near_0506,raib,collision,92416
doc_50ad022442e2dad4,near_0507,cn,other,4267
doc_50d0dbf329c781db,near_0508,cn,other,1721
doc_5104a51a1d499a3b,near_0509,cn,other,767
doc_510b6cd24ddb3fef,near_0510,raib,collision,94747
doc_511a96fde9a5a931,near_0511,cn,other,54353
doc_512813ccb36639ce,near_0512,cn,other,13078
doc_5196ea20ccd6d076,near_0513,cn,management,13503
doc_51a7fd9316993418,near_0514,cn,other,39309
doc_52040cdec12677dc,near_0515,cn,other,5924
doc_52236e7324b0ba13,near_0516,cn,other,632
doc_524a30c26cd58f2c,near_0517,cn,other,9096
doc_5267196c8e239995,near_0518,cn,other,3221
doc_526e1e1c6e6706ed,near_0519,cn,other,6116
doc_52c3ff2686b9e692,near_0520,cn,construction,2988
doc_52ebdf84b51ada64,near_0521,cn,other,2279
doc_5376446852478d8b,near_0522,cn,fire,2089
doc_5399f1e3bcfbfe35,near_0523,raib,signal_or_spad,6687
doc_539ea33206608b72,near_0524,cn,railway,9611
doc_540960f08f50c743,near_0525,cn,construction,9463
doc_54164b1586ca24d7,near_0526,cn,management,5484
doc_548647297fb668d2,near_0527,cn,management,4470
doc_549426a14d4f669a,near_0528,raib,collision,71299
doc_54f5c8c6a2f65cb3,near_0529,cn,other,17665
doc_54ffe01b766581db,near_0530,cn,construction,3582
doc_5570f0feeb2ed92d,near_0531,cn,other,5995
doc_5576b194de255c23,near_0532,cn,other,2825
doc_55930eaf3cd133e1,near_0533,cn,other,33752
doc_55b88d30af9e9424,near_0534,raib,collision,93517
doc_55be2a42fe7cc632,near_0535,raib,infrastructure,8304
doc_5629d82e42afae93,near_0536,cn,other,1294
doc_5687d3096307b193,near_0537,cn,hazardous_material,59963
doc_568f9c8f151955ed,near_0538,raib,collision,4531
doc_56ac058231355945,near_0539,cn,other,28342
doc_56b7b1f6117545c9,near_0540,raib,derailment,56450
doc_56f060d7ec4886e9,near_0541,cn,emergency_drill,4910
doc_57077d0fb658d919,near_0542,cn,other,15056
doc_5732380546ddb83f,near_0543,cn,other,20978
doc_5740bace66657789,near_0544,cn,other,3862
doc_57478200b80f0ee9,near_0545,cn,hazardous_material,7774
doc_577ee3bedae0d64b,near_0546,cn,other,603
doc_57aa615ececbf0c4,near_0547,cn,construction,12838
doc_57d5c850c2ca7e65,near_0548,cn,other,1741
doc_58a186bbb1dabcc9,near_0549,cn,management,6195
doc_59436bbcbcb08391,near_0550,cn,other,22542
doc_5943da19247cb5d1,near_0551,cn,other,15585
doc_596ece1c7d6b2ea8,near_0552,cn,fire,14316
doc_597291593bc53634,near_0553,cn,other,4274
doc_5977344c0d36584c,near_0554,cn,other,3051
doc_5999b31d5117e686,near_0555,cn,emergency_drill,26784
doc_59f5e118bcbcdb6d,near_0556,cn,construction,8238
doc_5a125fafd0f0f04a,near_0557,cn,hazardous_material,13936
doc_5a168843477bec23,near_0558,cn,other,2833
doc_5a5c2b616dc5fabc,near_0559,cn,other,5312
doc_5b0c720b8d03c56c,near_0560,raib,other,7186
doc_5b5c75ba29921011,near_0561,cn,other,1725
doc_5b8c6a3b252ca216,near_0562,cn,emergency_drill,2475
doc_5b96eebf17494c77,near_0563,cn,other,4178
doc_5b9beaf22a375a23,near_0564,cn,construction,6424
doc_5bb646be50746bf8,near_0565,cn,other,18439
doc_5bbed9e218dcbd7e,near_0566,cn,management,5268
doc_5bd45c5a7a19742b,near_0567,cn,other,13946
doc_5c0a72631c58bae3,near_0568,cn,fire,1753
doc_5c858e3b8dd21632,near_0569,cn,other,3456
doc_5c88a03f8bce87fd,near_0570,cn,fire,6743
doc_5c90c9d39a12f2ce,near_0571,cn,other,869
doc_5c93937dcec81e6e,near_0572,cn,fire,8426
doc_5cbbf1728c0bfb48,near_0573,cn,other,28858
doc_5cce5f56f03cd41b,near_0574,raib,signal_or_spad,69810
doc_5cf90d5b7d9a627a,near_0575,cn,other,21412
doc_5d15e275b09884c3,near_0576,cn,construction,8300
doc_5d3da732d0ae9d2e,near_0577,cn,other,15648
doc_5dcad397f9318a9e,near_0578,cn,other,1460
doc_5dee07e117aa8151,near_0579,cn,other,1436
doc_5df3e3aa0103380b,near_0580,cn,fire,17336
doc_5df70fbba070c560,near_0581,cn,other,8273
doc_5e2eb4707da981d2,near_0582,cn,other,31255
doc_5e395aab2cb7e1bb,near_0583,cn,other,2999
doc_891491deda3f3d71,near_0583,cn,other,2999
doc_5e679237f4824674,near_0584,cn,other,3273
doc_5e89785cb5b57277,near_0585,cn,other,22745
doc_5ed4cfb25f50385b,near_0586,cn,hazardous_material,9569
doc_5ededda20becd48b,near_0587,cn,other,722
doc_5f1846c5b0701c27,near_0588,cn,construction,6638
doc_5f1ba92346b63bb4,near_0589,raib,collision,42064
doc_5f4aa3b65c09aec4,near_0590,cn,other,27134
doc_5f60143afc1817b1,near_0591,cn,other,11106
doc_5f6beabdb11fced8,near_0592,raib,collision,185541
doc_5fda71c7fe867175,near_0593,cn,other,830
doc_605ae85a383c5253,near_0594,cn,construction,3005
doc_60c0cb382b1a3f28,near_0595,cn,other,5425
doc_611ea82ec7988483,near_0596,cn,fire,2806
doc_6178e3911085218e,near_0597,cn,other,20770
doc_46e090367168c5e6,near_0598,cn,other,1841
doc_617d35ba160adca0,near_0598,cn,other,1841
doc_61d0ef409e4c47d8,near_0599,cn,other,3655
doc_61d698eef603f2b8,near_0600,cn,other,22231
doc_61e05e5954b3479c,near_0601,cn,other,3925
doc_625ad42fd4ca8c06,near_0602,cn,other,5167
doc_631e27f4769556a9,near_0603,raib,derailment,6343
doc_63296e55c3dc3d95,near_0604,cn,other,2572
doc_634e1737d6af03a4,near_0605,cn,other,1791
doc_635726d670bbe050,near_0606,raib,derailment,6725
doc_63796e1020c9b14f,near_0607,cn,management,1632
doc_637cacfdf8c43003,near_0608,cn,other,731
doc_63817dc379d99bfb,near_0609,cn,fire,4599
doc_64151970a7774f8f,near_0610,cn,management,30495
doc_64417de9133b7bb3,near_0611,cn,hazardous_material,2796
doc_644eb9810ff53ccd,near_0612,raib,collision,38161
doc_64523db8881c421b,near_0613,cn,other,5404
doc_64779b8875f4ca76,near_0614,raib,collision,90406
doc_648425dfb870af81,near_0615,raib,collision,91864
doc_6492660de9ec471c,near_0616,cn,other,2650
doc_64ccbd3df0c2c31d,near_0617,cn,construction,3907
doc_64d2cad23639e319,near_0618,cn,other,148137
doc_64d948b1a52832ac,near_0619,cn,other,2351
doc_65059d30a1193163,near_0620,cn,other,24980
doc_6560122085e75675,near_0621,cn,construction,13515
doc_6584daa0caafa59c,near_0622,raib,infrastructure,9153
doc_65b3c0dd8334fb68,near_0623,cn,management,4150
doc_65beb71cd0b4a7bb,near_0624,cn,hazardous_material,52880
doc_65d830fd16b0c829,near_0625,cn,construction,5679
doc_663d77142cef953a,near_0626,cn,other,450
doc_668dc788d6287a33,near_0627,cn,construction,5250
doc_66a2e06dee07932b,near_0628,cn,management,15644
doc_66a7e4aeb0659351,near_0629,cn,management,5765
doc_66bedde434f376d9,near_0630,cn,fire,1486
doc_66ebd09d6d022371,near_0631,cn,other,2676
doc_67bd124c84480ef9,near_0632,cn,other,7760
doc_67ed1e92e7b2c871,near_0633,cn,other,16830
doc_6833c8b74ec5ecff,near_0634,cn,construction,3718
doc_684ac461bee676ad,near_0635,cn,other,42265
doc_68505d805e284db4,near_0636,cn,other,2015
doc_6862c3ae5dc3807b,near_0637,cn,fire,992
doc_6876c8de10c88bf9,near_0638,raib,signal_or_spad,7663
doc_688bb11ebb917d37,near_0639,cn,management,4553
doc_68b92340e89b531c,near_0640,cn,other,1405
doc_68c433aae1d0bdd0,near_0641,cn,other,15504
doc_6900eba62f662710,near_0642,cn,other,6075
doc_696890a2851d9da6,near_0643,raib,derailment,4566
doc_696b3a87e847114c,near_0644,cn,other,473
doc_6984e3b52ee4e862,near_0645,cn,other,4178
doc_699c4e57264f8f5b,near_0646,cn,other,6
doc_69d3e412833d0f0c,near_0647,raib,collision,7214
doc_69f148a07f5177bb,near_0648,raib,collision,68500
doc_6a0580329f2b6ab2,near_0649,cn,other,1877
doc_6a23488a8850c9e9,near_0650,cn,fire,5868
doc_6a331ed8e35d99e8,near_0651,cn,other,5473
doc_6a3735db8eb05b56,near_0652,raib,derailment,118995
doc_6a392deefed65d48,near_0653,cn,other,6627
doc_6a536d415e33929f,near_0654,raib,level_crossing,6327
doc_6a566fcb7c51570a,near_0655,cn,other,17542
doc_6a6cd9dde8c8a41d,near_0656,cn,other,2385
doc_6a9484b44e2181ae,near_0657,cn,other,33421
doc_6a984c6badb6247d,near_0658,cn,construction,3842
doc_6abc263b09e8b085,near_0659,cn,fire,1715
doc_6acbb28e392d47c0,near_0660,raib,signal_or_spad,6962
doc_6b3f11b6f788b8ae,near_0661,cn,management,3258
doc_6ba8a2cf68cfcba1,near_0662,raib,collision,63763
doc_6bc17aad2bd95577,near_0663,raib,collision,56278
doc_6bc29c6e937cc071,near_0664,raib,collision,44340
doc_6bd0245a9d68c33d,near_0665,cn,other,3143
doc_6c8f18ec60a81017,near_0666,cn,other,1502
doc_6c9ee46a780adfb7,near_0667,cn,other,1151
doc_6cf6d467c76ef3b3,near_0668,cn,management,6878
doc_6cfa2354287c76d7,near_0669,cn,other,7682
doc_6d20151dfb67bc5b,near_0670,cn,management,4645
doc_8a18f547c89df32e,near_0670,cn,other,4645
doc_6d4591dd810175ad,near_0671,cn,construction,5308
doc_6d4a59b9af17f368,near_0672,cn,management,8888
doc_6d7c769380733512,near_0673,cn,fire,2978
doc_6decd3aee77b049b,near_0674,cn,other,13640
doc_6e23b682966cafdc,near_0675,cn,management,9540
doc_6e5a2cf2d8b64adb,near_0676,cn,other,3649
doc_6ebce9f07df3276b,near_0677,cn,other,7113
doc_6ebdaf63dfe07d50,near_0678,raib,level_crossing,7024
doc_6f437804f7227cc6,near_0679,cn,other,11214
doc_6f4f683c733f4650,near_0680,cn,other,23431
doc_6f9bbed3b25cb0e1,near_0681,raib,collision,108982
doc_6fad0b1d4ec63b44,near_0682,cn,other,4819
doc_6fbc45c0ddf9adea,near_0683,cn,management,21538
doc_7064693dd35eeb7d,near_0684,cn,other,27963
doc_706726946614eaf8,near_0685,cn,other,1486
doc_7078e4842a8ff23f,near_0686,cn,other,1431
doc_7081216bd0ea773b,near_0687,cn,fire,7799
doc_709c713dc4ce8593,near_0688,cn,other,7161
doc_70b417e1cd5146f4,near_0689,cn,other,1132
doc_70bf47799c4da910,near_0690,raib,collision,8911
doc_70cbf05311b3ec14,near_0691,cn,other,4153
doc_70d2fbd16df031a6,near_0692,cn,other,36456
doc_70d43fba388872d6,near_0693,cn,other,14094
doc_70ee2f2378b6f727,near_0694,cn,other,19117
doc_7134ba7ed0e0b522,near_0695,cn,other,3316
doc_717702758156b9df,near_0696,cn,other,740
doc_7185dde698692e36,near_0697,cn,other,3276
doc_71a20f7da294e3f2,near_0698,cn,other,1815
doc_71dac8340a656644,near_0699,raib,collision,4952
doc_71e83e53fc9cc4c5,near_0700,cn,other,1908
doc_720c8d2b52b83bc9,near_0701,cn,emergency_drill,2142
doc_72323ca19f0b9bd2,near_0702,cn,other,3615
doc_728509c0a8e494f9,near_0703,cn,other,3360
doc_729290c4d1245ddd,near_0704,cn,fire,10675
doc_72b25b629f63d9aa,near_0705,cn,other,60029
doc_7337f2152b08b383,near_0706,cn,construction,3200
doc_7341e2a8dbb51786,near_0707,cn,other,6254
doc_7344bcb4410fea24,near_0708,cn,other,7962
doc_73776cc312e3655e,near_0709,cn,other,56672
doc_740376f90957ba78,near_0710,cn,fire,1230
doc_74157a574b178949,near_0711,cn,hazardous_material,5472
doc_747535f001780689,near_0712,cn,other,1949
doc_7496f8eae127168f,near_0713,cn,construction,5819
doc_4053de8818fa1370,near_0714,cn,other,7318
doc_74d0af37d6b952c9,near_0714,cn,other,7318
doc_74e76c23a25a66d9,near_0715,raib,collision,130098
doc_74f29f1f0e754e49,near_0716,cn,other,1414
doc_75438488a50deef9,near_0717,cn,fire,20627
doc_75476690628ccb4d,near_0718,cn,emergency_drill,2622
doc_75738ffc72cb1c74,near_0719,raib,derailment,128984
doc_75ca165d239d8598,near_0720,cn,fire,2014
doc_75e2aa1100156f6e,near_0721,cn,other,1938
doc_76127d1f8d9f0c72,near_0722,cn,other,13692
doc_770660a4fc7a6228,near_0723,cn,construction,8674
doc_77792c248473776d,near_0724,cn,other,4106
doc_7799b4065e11288d,near_0725,raib,collision,76581
doc_77edaee284062d21,near_0726,cn,management,13561
doc_7870af9c97784ae0,near_0727,cn,other,4556
doc_78d03d5cb10e061f,near_0728,cn,other,1460
doc_78d20b06c2cad13b,near_0729,cn,other,3283
doc_78f98a719a13f75b,near_0730,cn,other,6991
doc_7989b1353d0c42bd,near_0731,raib,signal_or_spad,24558
doc_79a33df089c6014b,near_0732,cn,other,4641
doc_79c6857910bf8668,near_0733,cn,management,1089
doc_79e1795d1f85e68a,near_0734,cn,other,2620
doc_7a7c7f9733172b24,near_0735,cn,other,1811
doc_7b89ce5d29f42eed,near_0736,raib,signal_or_spad,65904
doc_7b91b710bf9fea98,near_0737,cn,other,7421
doc_7b9a675ad1b56a78,near_0738,cn,other,25401
doc_7baaa680133c3a02,near_0739,cn,other,7660
doc_7bacaa04687b7061,near_0740,cn,other,8154
doc_7bdad3c2488cda7d,near_0741,cn,construction,15447
doc_7c1e24277fb5e35b,near_0742,cn,fire,2345
doc_7c202b116f8a97c6,near_0743,cn,other,4198
doc_7c29d04b8de34b6d,near_0744,cn,other,1677
doc_7c3755e18c2908f8,near_0745,cn,other,62453
doc_7c54a55c6e5042d9,near_0746,cn,other,6216
doc_7ce42232be066ac9,near_0747,raib,collision,76037
doc_7ce6033d4587301c,near_0748,cn,other,6726
doc_7d780201e5549870,near_0749,cn,management,6613
doc_7dac35f78b5df40b,near_0750,raib,signal_or_spad,5055
doc_7e872f5d73eca50c,near_0751,raib,derailment,4653
doc_7ebe16068d524472,near_0752,cn,other,30925
doc_7ed7c25633d7e94f,near_0753,cn,fire,2093
doc_7efdb6cb707608c4,near_0754,cn,management,2809
doc_7f415a7d286d530d,near_0755,cn,emergency_drill,17493
doc_7f595bae8ceffc71,near_0756,cn,management,6763
doc_7f8683a42918868f,near_0757,cn,management,5865
doc_7f982470edbe4ecf,near_0758,cn,fire,3709
doc_7fac25554c966179,near_0759,raib,collision,18595
doc_7fe4066a4eae35a7,near_0760,cn,other,601
doc_7ff8beda46c89166,near_0761,cn,emergency_drill,2963
doc_8025ca86fd0aa95a,near_0762,cn,other,6987
doc_8033dcd9e8673168,near_0763,raib,fire,3313
doc_804139f761ab4788,near_0764,raib,infrastructure,20697
doc_80569e23df1885e6,near_0765,cn,other,13910
doc_80f961347303119c,near_0766,raib,collision,108241
doc_811cb0fe545480e5,near_0767,cn,other,7062
doc_812b807bb5f773d5,near_0768,cn,other,7798
doc_8146082ce6ff12dd,near_0769,cn,management,3796
doc_81a53e6062b5ecd9,near_0770,cn,management,166706
doc_81d71ee27bfe0568,near_0771,cn,fire,8121
doc_8233d9cdf00430ae,near_0772,cn,other,6374
doc_8301b1ff8765082e,near_0773,cn,other,36101
doc_8321b404ec2228e3,near_0774,cn,other,10594
doc_837eab90255ed41a,near_0775,raib,collision,116349
doc_8390ceaa79ac63e2,near_0776,raib,signal_or_spad,73617
doc_8395ef312a3af542,near_0777,cn,other,1102
doc_83c2a11f97c3f3b4,near_0778,raib,collision,73757
doc_83c9c813af1805a4,near_0779,cn,other,1208
doc_84448080de8e2dc7,near_0780,raib,level_crossing,9388
doc_845885de2e9e49d3,near_0781,cn,other,9118
doc_84b53b378d9d9e33,near_0782,cn,other,8082
doc_84c89c79828c7f7e,near_0783,raib,collision,54249
doc_84f708b20dafc23b,near_0784,cn,construction,9721
doc_84fd8f0e77f39185,near_0785,cn,other,2772
doc_84feef10e764f374,near_0786,cn,other,6349
doc_85105557da28077a,near_0787,cn,other,25316
doc_858d8ad4f4c14ac8,near_0788,cn,other,1179
doc_85ac51a122b993ac,near_0789,cn,other,333
doc_85dbaba8aed6b0db,near_0790,cn,other,13142
doc_85eb34e417f7d958,near_0791,cn,other,25726
doc_861ae7b7fdb43e2f,near_0792,cn,other,3439
doc_8636faafffcd9757,near_0793,cn,other,16515
doc_864bce7cb49e3ace,near_0794,cn,other,3549
doc_8661e76a77e88834,near_0795,cn,other,8739
doc_8669584cccef28ea,near_0796,cn,other,2853
doc_86bda7a49268ed78,near_0797,cn,other,7163
doc_8774c3d4b0419420,near_0798,cn,other,29169
doc_87bf80c427dc7e9c,near_0799,raib,collision,71538
doc_87d77ecc8da8ac22,near_0800,cn,other,8599
doc_886c9f9994193a1a,near_0801,cn,other,5168
doc_88b6472d43bec14e,near_0802,cn,other,14448
doc_88b90bed1db872c6,near_0803,cn,construction,24397
doc_88bbf15f3c94ec0c,near_0804,cn,other,21686
doc_88eb8c525362c72b,near_0805,cn,construction,4837
doc_890f4e3a69c475f1,near_0806,cn,other,9462
doc_89531c8b27308280,near_0807,cn,other,636
doc_8958c43e1af5e32c,near_0808,cn,other,5533
doc_895bd1265fa15e80,near_0809,cn,other,7810
doc_896b8befa79a83f8,near_0810,raib,level_crossing,9214
doc_897c8f0d3986df11,near_0811,raib,collision,6788
doc_8990bdb0138028d7,near_0812,cn,other,4652
doc_899c5c0a2d751b70,near_0813,cn,other,6709
doc_899fb15090fd1b1f,near_0814,cn,construction,30186
doc_89a48121278e12b7,near_0815,cn,other,33588
doc_89aa2ea8171a139c,near_0816,raib,collision,91549
doc_89da85727bfa18fc,near_0817,cn,construction,1994
doc_89eb26f758ca2e15,near_0818,cn,emergency_drill,9491
doc_8a027e1460d7f209,near_0819,raib,collision,101049
doc_8a117557952e4859,near_0820,cn,hazardous_material,13062
doc_8a22adc237e9e01b,near_0821,cn,other,1156
doc_8a3553beeb531005,near_0822,cn,emergency_drill,9677
doc_8a75035c4343a486,near_0823,cn,other,6636
doc_8a976ef9d7b1623d,near_0824,cn,hazardous_material,7240
doc_8aa8c83fa13c29bb,near_0825,raib,signal_or_spad,85685
doc_8aba1f35190fa716,near_0826,raib,collision,57499
doc_8ad86ae165592395,near_0827,raib,infrastructure,7548
doc_8af4b94229690494,near_0828,cn,construction,15334
doc_8b2dfa3f00484cce,near_0829,cn,construction,108341
doc_8b35a38b7ea5265b,near_0830,cn,other,2695
doc_8b4567044401ee4a,near_0831,cn,other,8373
doc_8bacd0d74b533765,near_0832,raib,collision,70419
doc_8bc27efbc52a9e34,near_0833,cn,other,30468
doc_8bdfede377da870c,near_0834,cn,other,6254
doc_8c0aa7689ca0a1af,near_0835,cn,other,5495
doc_8c7b8bfc9020deb7,near_0836,raib,infrastructure,9150
doc_8c892a24ce3441c3,near_0837,raib,derailment,125547
doc_8c96d0f6ccc61cd6,near_0838,cn,other,23052
doc_8c9b98035ec7263d,near_0839,cn,other,15455
doc_8d44254d7dd6b71e,near_0840,raib,derailment,193970
doc_8da0a19e01963e74,near_0841,cn,other,11526
doc_8df4daba4fe633a3,near_0842,cn,other,9094
doc_8e18a101faa77788,near_0843,cn,other,1074
doc_8e2862962574c497,near_0844,raib,signal_or_spad,86689
doc_8e6ace7e67e87039,near_0845,cn,other,3477
doc_8ebb5e1211fb183a,near_0846,cn,railway,5980
doc_8ed262cdd42351ea,near_0847,cn,other,1789
doc_8f3a1b954b9d9fe8,near_0848,raib,collision,70129
doc_8fc6d715475a0ae7,near_0849,cn,emergency_drill,7289
doc_8fd58e8d70c74adb,near_0850,cn,construction,22323
doc_8fd7f02eb7a73d51,near_0851,cn,other,1659
doc_8fdae9932ea05f92,near_0852,cn,construction,1594
doc_9010df321df12412,near_0853,cn,other,232013
doc_908080eb0353e6ca,near_0854,cn,other,61908
doc_90825372b61f03f6,near_0855,cn,other,6849
doc_90ae03b2cfd88345,near_0856,cn,hazardous_material,9568
doc_90e9330d43566c6e,near_0857,raib,collision,6647
doc_91047735d82e42cc,near_0858,cn,other,21115
doc_91659949b2ae772a,near_0859,cn,other,14925
doc_918712e416db6dfc,near_0860,cn,other,9549
doc_91b24c0dd02819c7,near_0861,cn,other,148
doc_924e6fe7696a9eca,near_0862,cn,management,6748
doc_92c193d7ba4113b1,near_0863,cn,other,4712
doc_92db243d97effd65,near_0864,cn,other,2496
doc_9303ef84a79e5050,near_0865,cn,other,10808
doc_930d7b4d399616b5,near_0866,cn,construction,27634
doc_93a2344518a502fc,near_0867,cn,other,24171
doc_943ddfc1f73f1573,near_0868,cn,other,26328
doc_9443b41c2a945111,near_0869,raib,collision,72293
doc_9450c7185eae533b,near_0870,cn,other,90953
doc_9494d418b0e39cea,near_0871,cn,construction,3719
doc_94c58123c8bc9954,near_0872,cn,other,9256
doc_94cc2e15a8a4822b,near_0873,raib,level_crossing,61560
doc_94f14dc17615bd65,near_0874,cn,construction,1204
doc_951ca58a63f9020a,near_0875,cn,management,3413
doc_956f93bc227b0e10,near_0876,raib,signal_or_spad,8283
doc_95a49e3528dba1d8,near_0877,raib,derailment,64856
doc_95aafb8b87bab166,near_0878,cn,other,11189
doc_95d36ab6622739c5,near_0879,cn,construction,22798
doc_961ecd86ffc92904,near_0880,cn,other,8099
doc_963ab9f0f93e4fc2,near_0881,cn,other,65499
doc_966f00146395d3f4,near_0882,cn,other,13619
doc_967102167c93a61f,near_0883,cn,other,768
doc_969587914a519635,near_0884,cn,other,13904
doc_96bf852f2aabd160,near_0885,cn,construction,8251
doc_96e483c4e813a057,near_0886,cn,emergency_drill,1785
doc_9713caa30effdf26,near_0887,cn,management,87624
doc_97644244fa49979f,near_0888,cn,hazardous_material,3280
doc_97859df1d6ead01e,near_0889,cn,other,16638
doc_97b2b62d587995a7,near_0890,cn,other,2439
doc_97d5fb93d4d4af79,near_0891,cn,other,7759
doc_98050a5694105577,near_0892,cn,hazardous_material,24101
doc_9808926c5cda2dc7,near_0893,cn,construction,22912
doc_9825a6731d1931a0,near_0894,cn,fire,2886
doc_9838030fae244764,near_0895,cn,other,1423
doc_9845cb75d0e2ea02,near_0896,cn,other,11555
doc_98c40b63d08dbbc3,near_0897,cn,other,22
doc_98d05f5312783df2,near_0898,raib,collision,10826
doc_98d0c99dbf215e71,near_0899,cn,other,14919
doc_98dddf2eb73094c1,near_0900,cn,other,9644
doc_9923a34b7471bd91,near_0901,cn,other,6637
doc_9975bf26949cca7b,near_0902,cn,other,9840
doc_99a54f2bcd419660,near_0903,cn,other,3730
doc_99a8ba00d872848c,near_0904,cn,fire,14786
doc_99ce8897a16aa0fa,near_0905,cn,emergency_drill,1412
doc_99e1637ece7225c6,near_0906,cn,other,11736
doc_9a1b87fa8b86a2ed,near_0907,cn,other,3705
doc_9a279b96240bf4fa,near_0908,cn,construction,9280
doc_9a69042c1883fd38,near_0909,cn,other,54106
doc_9a781a02678daf3a,near_0910,cn,other,7666
doc_9a95ccb8a367f7c2,near_0911,raib,collision,6582
doc_9a95db198f84b758,near_0912,cn,other,13467
doc_9ad48715a9a57078,near_0913,cn,other,6434
doc_9ae3283775c4a735,near_0914,raib,other,4296
doc_9b3ce5d2e4799d5f,near_0915,cn,other,5934
doc_9b3d46cb2b0a3756,near_0916,cn,other,9713
doc_9b8cd0a089d3defb,near_0917,raib,collision,108905
doc_9bbcd8fdf3a942b0,near_0918,cn,hazardous_material,3833
doc_9bff7a53cd70af75,near_0919,cn,other,3930
doc_9c27d80eff5d9b61,near_0920,cn,management,7348
doc_9c3c1724ce922286,near_0921,cn,management,7601
doc_9c72947c7e5e42f7,near_0922,cn,emergency_drill,2952
doc_9caa2a6be3610575,near_0923,cn,hazardous_material,12923
doc_9cd6c3992f675aca,near_0924,cn,other,19085
doc_9d356b92578ea414,near_0925,cn,other,34036
doc_9d50e9651754e88e,near_0926,raib,collision,81806
doc_9d7e09de25f33d78,near_0927,cn,other,19532
doc_9da28ec665a021a7,near_0928,cn,fire,16967
doc_9dba71fc3a12d6d2,near_0929,cn,management,5432
doc_9ddee2319693ef81,near_0930,cn,other,8998
doc_9e3ef2f135ec048d,near_0931,raib,derailment,3652
doc_9e7e0a1e2484baaf,near_0932,cn,other,7814
doc_9ec688a66ecbe8bb,near_0933,cn,fire,3741
doc_9f084b465ed71dd1,near_0934,cn,other,2613
doc_9f2d20421a439c3f,near_0935,cn,other,18352
doc_a67d5201922cd65e,near_0935,cn,other,18352
doc_9f3bfc78087d87d0,near_0936,cn,other,14778
doc_9f4cfb9ccddd57e1,near_0937,cn,construction,4469
doc_9f6301cbe6f0fe8d,near_0938,cn,other,8346
doc_9faf5714b64c8652,near_0939,cn,hazardous_material,15086
doc_9fee93158048c44e,near_0940,cn,construction,1797
doc_a0001d030f857c00,near_0941,cn,emergency_drill,3073
doc_a0063e09db638be1,near_0942,raib,derailment,24238
doc_a08cadc545a01886,near_0943,raib,derailment,151356
doc_a09872215d64eb4f,near_0944,cn,other,13784
doc_a0a66b4431e0ee5d,near_0945,cn,other,22643
doc_a0b4d8f57f434a32,near_0946,cn,other,7888
doc_a0c932af8a23edf4,near_0947,cn,other,18179
doc_a13ac7cb668092e9,near_0948,cn,other,1479
doc_a1640009e79e04fc,near_0949,cn,management,2700
doc_a1bdc6988d69190f,near_0950,raib,collision,9969
doc_a1cb8daeebb1a9b7,near_0951,cn,other,19038
doc_a21ae8b66478a0c2,near_0952,raib,collision,69721
doc_a228ec0e7675e9db,near_0953,cn,other,700
doc_a25ad4d2ee5644c0,near_0954,raib,collision,40649
doc_a264667461728339,near_0955,cn,other,22322
doc_a2b2c35e3bd4f703,near_0956,cn,other,1701
doc_a30ee6efd2eecaa7,near_0957,cn,emergency_drill,2342
doc_a31fabdcd249767c,near_0958,raib,other,2338
doc_a381767c40863f2c,near_0959,cn,fire,9311
doc_a389e51c9f003cf1,near_0960,cn,construction,13362
doc_a39ee19a28b21552,near_0961,cn,other,1293
doc_a3cb4397768db53d,near_0962,cn,construction,16335
doc_a417bf2af5dae4b3,near_0963,raib,collision,7366
doc_a41b28d2df2a1ae6,near_0964,cn,other,32650
doc_a512538da84b5191,near_0965,cn,other,2291
doc_a51aa117b61e10c2,near_0966,cn,other,1485
doc_a51b9495185a0bed,near_0967,cn,other,1135
doc_a52a712c64383a8f,near_0968,raib,collision,38442
