document_id,cluster_id,source_group,category,char_count
doc_a5319f0b4ef45383,near_0969,cn,other,5732
doc_a5635274e802c981,near_0970,cn,other,16629
doc_a57e226ad38986c3,near_0971,cn,other,2890
doc_a589a2d2f8b200d5,near_0972,cn,other,1195
doc_a5e9c017cdd14c21,near_0973,cn,construction,8692
doc_a5ffad0ce0bf68f0,near_0974,cn,other,1547
doc_a65d7619c9d6c7cf,near_0975,cn,construction,10963
doc_a6c5e104dcfc7cc8,near_0976,cn,other,3383
doc_a6c9f96a13f03777,near_0977,cn,other,5063
doc_a7359ce3963fb13b,near_0978,cn,other,2014
doc_a7591cfe1d8e9de9,near_0979,cn,other,7463
doc_a83da8b32a4f0c4c,near_0980,cn,other,3589
doc_a84d6091eaec582c,near_0981,raib,collision,39700
doc_a8542b0a2670c438,near_0982,cn,construction,7161
doc_a8cedd4d7776e835,near_0983,cn,other,5040
doc_a8deb9ce0581f4c0,near_0984,cn,other,5685
doc_a8f89b766c8d9895,near_0985,cn,other,8654
doc_a924fc30cfb8f980,near_0986,cn,other,13043
doc_a9261d4a0e27a5ca,near_0987,cn,other,5457
doc_a93fa00dd0e6e166,near_0988,cn,other,31472
doc_a95f50aac20f4133,near_0989,cn,other,11212
doc_a9691f029c9c853a,near_0990,raib,derailment,71133
doc_a98426458977b8a2,near_0991,cn,hazardous_material,7706
doc_a98959ca2999ae7b,near_0992,raib,level_crossing,6736
doc_a9bfa54e9b353803,near_0993,cn,other,2404
doc_aa36e7a0d8d8c561,near_0994,cn,management,407
doc_aa6c5cc38c20ec60,near_0995,cn,other,3116
doc_aad36d9d9ffdd476,near_0996,cn,other,7868
doc_ab31bb72c37bd7aa,near_0997,cn,emergency_drill,7419
doc_ab95f02740088620,near_0998,raib,derailment,6099
doc_abbab22238a5d113,near_0999,cn,emergency_drill,3455
doc_abdc093728d25033,near_1000,cn,other,39652
doc_abe079146d6cb8c8,near_1001,cn,other,8311
doc_ac40eafdbedbf7af,near_1002,cn,other,23104
doc_ac680d63ac4c7a60,near_1003,cn,other,6744
doc_aca254ade77a839a,near_1004,cn,other,7659
doc_ad0717db68a158f0,near_1005,cn,other,9719
doc_ad103d0217a3fefc,near_1006,cn,other,6125
doc_ad6143fc7a037933,near_1007,cn,other,40622
doc_ad800165da938aa9,near_1008,cn,other,5528
doc_ad9f0acd647b7249,near_1009,cn,construction,26590
doc_adae0ab955d57238,near_1010,cn,hazardous_material,11270
doc_adb52fc6e8f9727b,near_1011,cn,other,4018
doc_ae27951b9bc45ab4,near_1012,cn,other,6257
doc_ae2b5ec047f84321,near_1013,cn,other,5176
doc_ae5a13ae152b492a,near_1014,cn,management,2778
doc_ae7414ec5f7c71e0,near_1015,cn,fire,7915
doc_aeb11b0ec41a49e4,near_1016,raib,collision,99810
doc_aeb602d02d5c7d05,near_1017,cn,hazardous_material,15575
doc_aec43dd5d1256849,near_1018,raib,signal_or_spad,12432
doc_aef620d42dd1ea93,near_1019,cn,fire,5258
doc_af0bf933fd3664fc,near_1020,cn,fire,2368
doc_af24aab69ca9eec9,near_1021,cn,other,477
doc_af2986ca6b3e7798,near_1022,raib,collision,75094
doc_af9bf4f62c6a4810,near_1023,cn,construction,2787
doc_afa5677f37cc3de1,near_1024,raib,signal_or_spad,137777
doc_aff559db836eff17,near_1025,cn,other,1143
doc_b035c5489dd464af,near_1026,cn,construction,3655
doc_b050af1231866f37,near_1027,cn,other,2043
doc_b09f77ecb5c84ea9,near_1028,cn,fire,3322
doc_b0a7a299cb33bfc7,near_1029,cn,emergency_drill,13001
doc_b1099187581f19b1,near_1030,cn,other,15923
doc_b19bf03a09313ca7,near_1031,cn,other,2873
doc_b1a850bd4a1fe9ae,near_1032,cn,other,8839
doc_b1bc3e2b25a604f3,near_1033,cn,other,1679
doc_b1d0e58bf3df9664,near_1034,raib,collision,27384
doc_b1daa103f19761ca,near_1035,cn,management,9207
doc_b1ec70299a026b8f,near_1036,raib,signal_or_spad,10392
doc_b241781aa4a5d06d,near_1037,cn,other,4099
doc_b2978c6ddd478a76,near_1038,cn,other,35812
doc_b2d113520dbc8ff4,near_1039,cn,other,8752
doc_b32b262e80b65e2c,near_1040,raib,collision,83350
doc_b3335de54046ab4a,near_1041,cn,fire,8499
doc_b3a0efef593d6250,near_1042,cn,hazardous_material,12928
doc_b3f391a1a26c427e,near_1043,cn,fire,3384
doc_b40f0abc0324b180,near_1044,cn,management,1384
doc_b428d489e0ebf26e,near_1045,cn,hazardous_material,58679
doc_b4c1659894c8eeee,near_1046,cn,fire,3332
doc_b51e1adb381d1294,near_1047,cn,hazardous_material,29224
doc_b530042e40624989,near_1048,cn,fire,3516
doc_b53ecd12162a47aa,near_1049,cn,management,2522
doc_b59446250edb710d,near_1050,cn,fire,2433
doc_b5a51905eb6d0303,near_1051,cn,other,1110
doc_b64b73d763af680c,near_1052,cn,other,970
doc_b685fec73a5f5ae3,near_1053,cn,management,6479
doc_b6b4fd11452e0172,near_1054,cn,other,4338
doc_b6ea9f19591fca98,near_1055,cn,other,4376
doc_b7152aa44368d0e0,near_1056,cn,other,5749
doc_b722c3e0e32fe547,near_1057,raib,derailment,62513
doc_b764a956fe90bedd,near_1058,cn,other,36627
doc_b7832f48d26c1319,near_1059,cn,other,2794
doc_b7a06a4eb63d2e3c,near_1060,raib,collision,68619
doc_b7b07713f9344369,near_1061,cn,other,18960
doc_b7b3be20ccb00d76,near_1062,raib,signal_or_spad,10292
doc_b7f3b908507a9269,near_1063,cn,hazardous_material,3163
doc_b809ba1ac3a1c695,near_1064,cn,emergency_drill,1434
doc_b83fdcdb79f171c2,near_1065,cn,hazardous_material,3117
doc_b86d6999afc78636,near_1066,cn,other,20824
doc_b877d276b55522aa,near_1067,cn,other,2814
doc_b88554640b38d9fc,near_1068,cn,other,3511
doc_b885aea62cb5c49d,near_1069,cn,construction,20829
doc_b8a62d8cdc53db92,near_1070,cn,hazardous_material,10734
doc_b8ec6487ccb3c428,near_1071,cn,other,4876
doc_b957d8d8100f8323,near_1072,cn,other,1588
doc_b9b034936701e579,near_1073,cn,construction,19204
doc_b9bfd41861b44239,near_1074,cn,other,26802
doc_b9f15e84b7d982ea,near_1075,raib,collision,6477
doc_ba5283492d14e953,near_1076,cn,emergency_drill,976
doc_bac9ce6fca2312f6,near_1077,cn,other,15040
doc_baf4a15ece633bc4,near_1078,cn,other,14894
doc_bafbd1b19cb5133e,near_1079,cn,management,18994
doc_baffef1049d8d006,near_1080,cn,fire,2037
doc_bb04289f6982a1ee,near_1081,cn,fire,421
doc_bb5c757251294716,near_1082,cn,fire,6666
doc_bb67f773222ba7a4,near_1083,cn,other,5871
doc_bb89a56d0099f796,near_1084,cn,other,12532
doc_bb8d4282731d7acf,near_1085,cn,construction,5926
doc_bb94220fbebcbbd2,near_1086,cn,other,43707
doc_bba6601199aac493,near_1087,cn,management,3105
doc_bba811c1042b46ce,near_1088,cn,fire,4437
doc_bbaf2af2673f78b0,near_1089,raib,derailment,138994
doc_bbaf2b9e228a8971,near_1090,cn,other,974
doc_bbe788c6176ff68e,near_1091,raib,other,6836
doc_bc3ceb5b82489c99,near_1092,cn,hazardous_material,26566
doc_bc555bb34be738e6,near_1093,cn,other,1604
doc_bc716daf2aefdc10,near_1094,cn,construction,8358
doc_bcdb6eb18f4289ce,near_1095,cn,construction,46967
doc_bd0af5a2a4fc7e1d,near_1096,cn,construction,4525
doc_bd492e92c76e2ad7,near_1097,cn,other,6538
doc_bd57d29ac234f58d,near_1098,raib,collision,65095
doc_bd7d02b1b1516acd,near_1099,cn,fire,7719
doc_bda1b3917c39cf79,near_1100,cn,other,11858
doc_bde3b262df00db4b,near_1101,cn,emergency_drill,17491
doc_bdeaa16afad10063,near_1102,cn,other,2959
doc_bdf9b9b9fe864e2c,near_1103,cn,fire,5090
doc_bdfe035e0633f951,near_1104,raib,collision,8639
doc_be116dbb8bcf44a2,near_1105,cn,other,17326
doc_be209b16b1e68845,near_1106,raib,derailment,72263
doc_be2392e330aa62cc,near_1107,cn,other,4682
doc_be86ccbb8b0bdca9,near_1108,raib,collision,52539
doc_be9d85a73d7b2006,near_1109,cn,other,3638
doc_beaeaf6729d6fe8a,near_1110,cn,management,2018
doc_bef6c19dcbc48214,near_1111,raib,level_crossing,121428
doc_bf20d6fab393ab00,near_1112,cn,management,2091
doc_bfc17612ef919a19,near_1113,cn,other,10523
doc_c0655266a1f5fdb8,near_1114,cn,fire,4724
doc_c09185b33b2b99ec,near_1115,raib,collision,255342
doc_c0ee98837fdd4827,near_1116,cn,other,6273
doc_c0f87f91807f4365,near_1117,cn,fire,627
doc_c111a8525e478027,near_1118,cn,other,98533
doc_c13df7b82a10dde6,near_1119,cn,other,6300
doc_c152fce87a7a1d2a,near_1120,cn,other,6703
doc_c1707250a1328eb0,near_1121,raib,signal_or_spad,90417
doc_c199e82a6815f51f,near_1122,raib,infrastructure,5270
doc_c1ab374b0f36678c,near_1123,cn,management,10711
doc_c1bcd5c92f4e4b8a,near_1124,cn,other,15966
doc_c204e80709650f73,near_1125,raib,level_crossing,7630
doc_c22b6bd0ed64c7e4,near_1126,cn,other,909
doc_916a363533b9a0e8,near_1127,cn,other,2845
doc_c268dce15ffba2af,near_1127,cn,other,2845
doc_c2887e2fb8012343,near_1128,raib,derailment,31208
doc_c2df48bf1556d734,near_1129,cn,emergency_drill,2469
doc_c2ebfa76a65801f5,near_1130,raib,signal_or_spad,102158
doc_c2eec537ca24b052,near_1131,cn,other,258
doc_c3200462a00f31f2,near_1132,cn,other,3855
doc_c34b16d7fb8d21f8,near_1133,cn,other,646
doc_c43f76f9114178e7,near_1134,raib,derailment,10844
doc_c45fd82ce209500e,near_1135,cn,other,4399
doc_c46c2bcc2e486881,near_1136,cn,other,2812
doc_c4775f77af2bd75d,near_1137,cn,other,9725
doc_c47c5d7d4605e9c8,near_1138,cn,other,3965
doc_c47e97d965093ea9,near_1139,cn,hazardous_material,3848
doc_c49a8c4f6633177d,near_1140,cn,other,1615
doc_c59e6283bc9510f4,near_1141,cn,other,8028
doc_c6537a6fbef72c49,near_1142,cn,management,7944
doc_c65bd54a0d387023,near_1143,cn,other,5134
doc_c65dbc02bc651254,near_1144,cn,other,4658
doc_c698b3d1fbc09bd3,near_1145,cn,other,28124
doc_c6b7d050922908f3,near_1146,raib,signal_or_spad,59447
doc_c6e20153775ddc31,near_1147,cn,other,1616
doc_c729ae3fd83fd04a,near_1148,raib,collision,104708
doc_c72aa80c8f8f8464,near_1149,cn,hazardous_material,5851
doc_c791b2e194c26139,near_1150,cn,other,25667
doc_c7cd502b255227ec,near_1151,cn,other,55968
doc_c813cc30e5261cfa,near_1152,raib,collision,61917
doc_c81fcc76be032d7b,near_1153,cn,other,27443
doc_c84149c3031f1e7e,near_1154,cn,other,5599
doc_c8929d36eb06f0db,near_1155,raib,collision,8417
doc_c898951fe8e8b547,near_1156,cn,management,973
doc_c8c45cc3d5f664ec,near_1157,cn,other,2114
doc_c8e0fee6d6b582f9,near_1158,cn,other,23247
doc_c8ed1473e26f80ef,near_1159,cn,other,3056
doc_c9005c6467ebfc80,near_1160,cn,construction,4679
doc_c910abcdb925c373,near_1161,cn,other,1526
doc_c965990c2d447d33,near_1162,cn,other,2037
doc_c9c2f949d6f68721,near_1163,cn,other,7534
doc_ca4f2d84931d3197,near_1164,cn,other,34834
doc_ca8a9afed99ff9c1,near_1165,cn,fire,13872
doc_caf9bd494ffcf9d6,near_1166,cn,fire,9327
doc_cb5c2a5da844b8bf,near_1167,cn,management,16825
doc_cb886bfe1628a861,near_1168,raib,collision,23602
doc_cbd938bc7352c274,near_1169,raib,collision,5968
doc_cc198c890e5d537e,near_1170,cn,other,3066
doc_cc1a8a2f67e94a82,near_1171,cn,other,3754
doc_cc2ad034a8e29628,near_1172,cn,other,7901
doc_cc2e79cc2f23eb24,near_1173,cn,management,5260
doc_cc4803906779cbd3,near_1174,cn,emergency_drill,1331
doc_cc49ec259a23bcb6,near_1175,cn,other,4399
doc_cc56c9cb376b6990,near_1176,cn,other,1771
doc_cc64c6bddfa2d63c,near_1177,cn,hazardous_material,44115
doc_cca231855cb2d945,near_1178,cn,other,14374
doc_ccc0e30cc4f4d6a6,near_1179,cn,other,2428
doc_ccda6194c6e531ca,near_1180,raib,derailment,8049
doc_cd5992b484556444,near_1181,cn,other,4415
doc_cd6fe7f15031ca4e,near_1182,cn,other,1035
doc_cd7b2ebac5f72dd0,near_1183,cn,construction,3357
doc_cd7d6413957f5646,near_1184,cn,other,970
doc_cdb1536936f005b8,near_1185,cn,other,1201
doc_cddc42e39074511d,near_1186,raib,collision,122625
doc_ce5bcc0364474f1d,near_1187,cn,other,25568
doc_ce614597af77b90a,near_1188,cn,other,1806
doc_ce64e3f5e14839cb,near_1189,raib,collision,80553
doc_ce6ca06291fffe96,near_1190,cn,other,2107
doc_cecab2702292907a,near_1191,raib,collision,109963
doc_cecc21cdf8ac27c5,near_1192,cn,fire,2496
doc_cf0153e77be85724,near_1193,cn,management,8346
doc_cf1204499cfdc74d,near_1194,cn,other,18545
doc_cf26ca98ca1572b6,near_1195,cn,other,2290
doc_2549c5b7bd4c544f,near_1196,cn,fire,4067
doc_cf9e6a785a351322,near_1196,cn,fire,4067
doc_d02ec7019bcbae72,near_1197,raib,level_crossing,5664
doc_d05fd67d0ec8c7da,near_1198,cn,construction,14068
doc_d06ef64cc61aa258,near_1199,cn,emergency_drill,1501
doc_d095649b99786ddb,near_1200,raib,collision,62155
doc_d09c9eb969adf285,near_1201,raib,derailment,31165
doc_d0b1a772594d0eab,near_1202,cn,management,4652
doc_d0bcc1231726ff9c,near_1203,cn,other,2372
doc_d0ee46dc57ad67a3,near_1204,raib,collision,128624
doc_d0fa19030d252a4e,near_1205,cn,other,6239
doc_d128e57b284ab819,near_1206,cn,management,7716
doc_d148850be928acbf,near_1207,cn,other,2195
doc_d15ee48378600501,near_1208,cn,other,13357
doc_d16325fa76c05f64,near_1209,cn,other,25878
doc_d174b137531fef87,near_1210,cn,other,1382
doc_1f09666aecf75711,near_1211,cn,other,2072
doc_d19af099ae883b42,near_1211,cn,other,2072
doc_d1be7be9dd1acf12,near_1212,raib,derailment,12077
doc_d1e6d097c7f630f3,near_1213,cn,hazardous_material,3936
doc_d22415c2c635c5f4,near_1214,raib,level_crossing,5885
doc_d2a696662976b7b2,near_1215,cn,fire,2860
doc_d2af5f988315b0ec,near_1216,cn,other,6573
doc_d2dea8d6bc6ffb56,near_1217,cn,other,3175
doc_d3b56091fad5790d,near_1218,raib,collision,72892
doc_d3d57f020906bbbc,near_1219,cn,other,9136
doc_d3dbc190526474ea,near_1220,cn,hazardous_material,8878
doc_d3e69d83cb77d96e,near_1221,cn,other,3479
doc_d3f500dc9463ae39,near_1222,cn,construction,24678
doc_d41713d8ec3d4e18,near_1223,cn,fire,6163
doc_d41884370cc1f55a,near_1224,raib,collision,277398
doc_d41e51530c922bb3,near_1225,cn,emergency_drill,2447
doc_d41f1d34d04c967d,near_1226,cn,management,8564
doc_d439e7c35e09b12a,near_1227,raib,collision,91512
doc_d44622693842ea2a,near_1228,cn,emergency_drill,2321
doc_d47006fa06496db6,near_1229,raib,collision,8061
doc_d48601261dcee57d,near_1230,cn,management,3705
doc_d48b4ea795ea92c4,near_1231,raib,collision,67818
doc_d4aec5ffb67ad3b5,near_1232,cn,other,4000
doc_d4b5bdf55a02e4fb,near_1233,cn,other,31259
doc_d5220b0c1817edad,near_1234,cn,other,3108
doc_d532720a2c4d6aac,near_1235,cn,other,3703
doc_d533aebf2e46a72f,near_1236,raib,collision,109398
doc_d5785ae901d562f1,near_1237,cn,management,1407
doc_d5d01f3c48e2fae9,near_1238,cn,other,6255
doc_d5e1b2a631b16772,near_1239,cn,other,5882
doc_d6197fd02fe858e8,near_1240,cn,hazardous_material,7397
doc_d64360acf280bc5c,near_1241,raib,collision,76548
doc_d64f0689a1ab819c,near_1242,cn,other,4903
doc_d6b3e38717d37f11,near_1243,raib,collision,175280
doc_d6ef1284d62cfdb1,near_1244,cn,other,1690
doc_d7143f659ed5e0a1,near_1245,raib,derailment,95138
doc_d74694364e8228de,near_1246,cn,other,2236
doc_d761661c2ef66e09,near_1247,cn,other,8920
doc_d7766931801d6fc6,near_1248,cn,other,2639
doc_d7806b0f1de75b95,near_1249,cn,hazardous_material,5000
doc_d78b882a8495d6a2,near_1250,cn,other,20430
doc_d7bcbfcab2d462cb,near_1251,raib,collision,142164
doc_d7c2b21cebed2ef1,near_1252,raib,collision,70087
doc_d7d9137db684e1cc,near_1253,cn,emergency_drill,1105
doc_d7f200d2ed44a440,near_1254,cn,other,1239
doc_d7f3adae0a6a3932,near_1255,cn,other,13915
doc_d7ffa2b0f74b1966,near_1256,cn,other,9868
doc_d81e795503fc6b82,near_1257,cn,other,43529
doc_d82b6de9d1250b82,near_1258,raib,derailment,120571
doc_d8390b182ca5dd34,near_1259,cn,other,19742
doc_d848bcab81d837ec,near_1260,cn,fire,4903
doc_d85da1816aa73638,near_1261,cn,construction,71188
doc_d8641d7acff149d4,near_1262,cn,fire,7209
doc_d86f7f7ef87ada56,near_1263,raib,fire,55425
doc_d87a516ed85aeef1,near_1264,cn,fire,2316
doc_d8aa2583a1ccb51a,near_1265,cn,other,3707
doc_d8b9aa58d52ec184,near_1266,cn,emergency_drill,157731
doc_d8ee5fe21bb70db1,near_1267,cn,construction,5295
doc_d905bb5e87da2e5c,near_1268,cn,fire,1926
doc_d91af99504959020,near_1269,cn,fire,8801
doc_d9558484b1e9cfee,near_1270,raib,collision,12616
doc_d96a55ae26373738,near_1271,cn,other,3312
doc_d9c4f8d9b4e0296a,near_1272,cn,fire,8619
doc_7bf9a0d36e1b062b,near_1273,cn,other,2798
doc_d9e521dfca2ff07b,near_1273,cn,other,2798
doc_da7122a474d70c99,near_1274,cn,construction,2648
doc_da88b07814e772a5,near_1275,raib,fire,83925
doc_dae739d630a5cd0f,near_1276,cn,emergency_drill,3433
doc_db68017074b48368,near_1277,cn,emergency_drill,3468
doc_db9600e4c2b3157e,near_1278,raib,infrastructure,7746
doc_dbc7a15a36ffb9d9,near_1279,cn,fire,6677
doc_dbccaf1d3b9383c8,near_1280,cn,other,15942
doc_dbe4970e3a435d49,near_1281,cn,other,5566
doc_dc634e7e7062b1d3,near_1282,cn,hazardous_material,10955
doc_dcabf18c91495364,near_1283,cn,other,3898
doc_dcb7f88ada2d3099,near_1284,cn,emergency_drill,1589
doc_ddad11c2d443e601,near_1285,cn,other,2496
doc_ddadaf27c8c73fd2,near_1286,cn,fire,3643
doc_de189a9c0f24ad1b,near_1287,cn,other,1144
doc_de226f899f659704,near_1288,cn,other,6735
doc_de96222d48351d64,near_1289,cn,construction,9486
doc_dee957b1b30c8578,near_1290,cn,other,1823
doc_deef549ed4fc50ad,near_1291,raib,derailment,88923
doc_defc33b49b4bfa1e,near_1292,cn,other,474
doc_df069874b11bac79,near_1293,cn,other,28018
doc_df41ceb123048ca4,near_1294,cn,other,12117
doc_df4bdb11c59ef788,near_1295,cn,other,2201
doc_df5b429fb0692636,near_1296,cn,other,3963
doc_df9c9b6ac54b739d,near_1297,cn,management,4755
doc_e00dcb64bc500dcd,near_1298,cn,other,6509
doc_55bb3c0bc0f9ff25,near_1299,cn,other,6332
doc_e01d7a208a06fbd6,near_1299,cn,other,6332
doc_f9486d7fccb9b4ed,near_1299,cn,other,6332
doc_e02d1d9c7dc038ad,near_1300,cn,other,3690
doc_e090d5e71cd5651e,near_1301,cn,hazardous_material,25327
doc_e096b3a3c2a8d4f1,near_1302,cn,hazardous_material,4769
doc_e1051e083c6ad576,near_1303,raib,collision,133347
doc_e17f918a9478cdf9,near_1304,cn,other,20647
doc_e1819e5af6125641,near_1305,cn,fire,3678
doc_e24a96e30c67a9f6,near_1306,cn,other,3441
doc_e293059fe850ec12,near_1307,cn,management,11624
doc_e29d9022518eabd6,near_1308,cn,other,52348
doc_e2a5c299ee59ce62,near_1309,cn,other,30209
doc_e2a70e79b42e55d0,near_1310,cn,other,1901
doc_e2c47210a5a0cdf9,near_1311,cn,other,9704
doc_e306860b2e7ac253,near_1312,raib,derailment,9531
doc_e3328f4dc720c3d5,near_1313,cn,hazardous_material,59761
doc_e3a630f075a36ada,near_1314,cn,other,7833
doc_e43a777f2ea42461,near_1315,cn,other,5726
doc_e466ac6aff661d9b,near_1316,cn,other,5846
doc_e4ff0ab6cc612ee7,near_1317,cn,management,3571
doc_e51e12b50b6361d5,near_1318,cn,hazardous_material,1666
doc_e56acef5f877be4e,near_1319,cn,construction,33158
doc_e5fc88372a70469b,near_1320,cn,other,1536
doc_e5ffe546c15d83e4,near_1321,cn,other,3991
doc_e633e8e3d5dbbda2,near_1322,cn,emergency_drill,11358
doc_e65715ad61c4ff42,near_1323,cn,construction,5117
doc_e6a8b360427ac7cf,near_1324,cn,other,84916
doc_e757766dc6723203,near_1325,cn,management,3272
doc_e76fb4fbb31fa331,near_1326,cn,fire,5784
doc_e788bbf80f03e525,near_1327,cn,other,918
doc_e78dc1b4d7a413bc,near_1328,cn,other,37601
doc_e821760393e4e099,near_1329,cn,construction,1989
doc_e84f6f708e4777ac,near_1330,cn,other,34029
doc_e8707bfbcabfb2c8,near_1331,raib,fire,4262
doc_e88465f7286bee31,near_1332,cn,other,15567
doc_e8b2284295898335,near_1333,cn,construction,10874
doc_e8b2befd26da5e4e,near_1334,cn,other,1047
doc_e92a12a8fb258625,near_1335,cn,other,6519
doc_e93a215518f87731,near_1336,cn,other,21193
doc_e94d68958f3eb1a0,near_1337,cn,other,101064
doc_e986f5da6a2c7953,near_1338,cn,emergency_drill,4045
doc_e9b7956a76d77806,near_1339,cn,fire,10329
doc_e9e459c733e37512,near_1340,cn,other,9902
doc_e9ed5170cb4e3b0d,near_1341,raib,collision,102769
doc_e9f60fa06bca280f,near_1342,cn,other,17191
doc_eabc262de2b6ab51,near_1343,cn,other,2207
doc_eb0f8c221a1fdf56,near_1344,cn,other,3789
doc_eb28f5d4f8a910be,near_1345,cn,fire,8600
doc_eb3752f241ca6f4d,near_1346,cn,other,14388
doc_eb3dcb8b4119208c,near_1347,raib,collision,10488
doc_ebaa45306052ddd7,near_1348,cn,other,31028
doc_ebeac92dfa9b2c45,near_1349,cn,other,5607
doc_ec3de5b8be3010ce,near_1350,cn,management,8642
doc_ec753be53a10287e,near_1351,cn,other,29779
doc_ec8762d0d11a8f79,near_1352,raib,fire,72455
doc_ecef61f4c48338ea,near_1353,raib,signal_or_spad,30822
doc_ed19541b783e4205,near_1354,cn,fire,3929
doc_eddc4c06ec302318,near_1355,raib,other,6073
doc_ee17ecdedc633310,near_1356,cn,emergency_drill,2962
doc_ee18b7c91fcb189e,near_1357,cn,hazardous_material,4368
doc_ee7be605ceb7ce02,near_1358,cn,other,23205
doc_ee7c010bec9ef01f,near_1359,cn,management,19684
doc_eec81ef1057a81fb,near_1360,cn,other,3839
doc_eefa2937b8054c77,near_1361,cn,other,9724
doc_ef10e709d7857c5a,near_1362,cn,other,532
doc_ef1686ce4f7b4108,near_1363,cn,hazardous_material,5386
doc_ef6647c4a372a48e,near_1364,cn,other,2386
doc_bc595e2dbd83594a,near_1365,cn,other,4763
doc_ef7c5082c34b8ef5,near_1365,cn,other,4763
doc_efa954d3825c79a0,near_1366,cn,other,19223
doc_efdb221760ce3265,near_1367,raib,collision,65986
doc_efdb9b1b684c832a,near_1368,cn,management,3975
doc_f0272a0f4c667365,near_1369,cn,other,4736
doc_f046d1a56954df0a,near_1370,cn,fire,7566
doc_f0630f9cc5d1db60,near_1371,cn,other,2412
doc_f089d6de31e02f5a,near_1372,cn,other,6489
doc_f0d1a6c6c5dfbb08,near_1373,cn,fire,2684
doc_f0e949e7d9934f34,near_1374,cn,other,1635
doc_f152e0549e81f838,near_1375,raib,collision,82638
doc_f1f050c16e6c66a8,near_1376,cn,other,841932
doc_f1f71a76eb46f59d,near_1377,cn,other,2159
doc_f2227e03b8d11f76,near_1378,cn,construction,2994
doc_f2338a88b9c43eca,near_1379,cn,emergency_drill,3617
doc_f252fdf26779d6dc,near_1380,raib,level_crossing,79118
doc_f25665600cc78510,near_1381,cn,other,7280
doc_f263e2c5cedb9142,near_1382,cn,other,7548
doc_f347663570acc4ff,near_1383,cn,emergency_drill,582
doc_f364dd5d1fa5021c,near_1384,raib,collision,85688
doc_f380107e23cc8c65,near_1385,cn,emergency_drill,1680
doc_f381b4e674b16ed2,near_1386,raib,collision,51046
doc_f3b8ef1046a2bfab,near_1387,raib,collision,52824
doc_f415b06960f67327,near_1388,cn,other,3647
doc_f4246d75bce9a61b,near_1389,cn,other,4027
doc_f451adf8cdb7e874,near_1390,cn,other,6972
doc_f46373953000e67e,near_1391,raib,collision,53144
doc_f4a4eb3ffc3fcd0d,near_1392,cn,other,7747
doc_f4d2c8c6aa3b1edf,near_1393,cn,fire,2796
doc_f527cfd82aa75c3c,near_1394,cn,other,5180
doc_f5bfeec52021b734,near_1395,cn,management,1738
doc_f64e133b1900c000,near_1396,cn,other,4530
doc_f6bd4589491023d8,near_1397,cn,emergency_drill,2699
doc_f739e59af3043de0,near_1398,raib,collision,99164
doc_f776023236ee7b2e,near_1399,cn,emergency_drill,14484
doc_f793751747c7d23d,near_1400,raib,collision,53403
doc_f7da595a6582bd27,near_1401,cn,other,17297
doc_f81073702f165c46,near_1402,raib,collision,48987
doc_f84015e182635636,near_1403,raib,collision,48332
doc_f89f5e9a8232b741,near_1404,cn,other,30398
doc_f8b08deea2565b40,near_1405,raib,derailment,12246
doc_f8d5de3a51330a91,near_1406,raib,collision,78177
doc_f933edade4f704df,near_1407,cn,other,7587
doc_f9528e60b7848c4a,near_1408,cn,other,6675
doc_f977df08d4ed24d5,near_1409,raib,signal_or_spad,8174
doc_fa12c011c417c149,near_1410,cn,other,1862
doc_fa19efbb479f801c,near_1411,cn,other,3489
doc_fa1ed61299bac5a4,near_1412,cn,other,6855
doc_fa29ed2c302d40b2,near_1413,cn,management,15506
doc_fa686fea3813ccb4,near_1414,cn,hazardous_material,441
doc_fa80f4bf413b1c17,near_1415,cn,management,1937
doc_faee7047782bc2cf,near_1416,cn,emergency_drill,262
doc_fafa2802229cc4ba,near_1417,cn,other,5362
doc_fb766bfc055bede7,near_1418,cn,other,3359
doc_fbd8002afda9f40d,near_1419,cn,other,11847
doc_fbf9807e312e9561,near_1420,raib,level_crossing,113412
doc_fc1076776f023945,near_1421,raib,collision,66041
doc_fc21632cbc976e71,near_1422,cn,management,9278
doc_fc77cf477abe8f4c,near_1423,cn,other,17177
doc_fcc0993c6d198e2c,near_1424,cn,other,41
doc_fcca2a2154fec274,near_1425,raib,derailment,2561
doc_fce623504204bccb,near_1426,cn,construction,23372
doc_fdba6139700fbaaa,near_1427,cn,other,14403
doc_fe0182d6df66866f,near_1428,raib,derailment,9937
doc_fe12e41bf8fc5024,near_1429,cn,other,11158
doc_fe29cba09bc6d342,near_1430,cn,other,2269
doc_fe3393d99e22400b,near_1431,cn,other,77635
doc_ff77d846d8959ecd,near_1432,cn,management,2122
doc_ff9f5ae9c9a296e6,near_1433,cn,other,7399
doc_ffe44eb968d8a53e,near_1434,cn,other,8881
doc_ffe49901d964ad70,near_1435,raib,collision,67471
