document_id,source_group,language,category,cluster_id,relative_path,actual_format,char_count,sha256,review_status
doc_8d44254d7dd6b71e,raib,en,derailment,near_0840,raib/R012022_220113_Llangennech.pdf,pdf,193970,af3588ddae81d1805d2dd473eea9db562c8f7a3ed82e2412c8e70e578daa0097,pending
doc_a08cadc545a01886,raib,en,derailment,near_0943,raib/R062023_240916_Peterborough_v2.pdf,pdf,151356,f2401f450845dcc0071ca1a88a623f25e07992d6b3a64371e55165ee8f4f3efd,pending
doc_bbaf2af2673f78b0,raib,en,derailment,near_1089,raib/R102022_220926_Dalwhinnie.pdf,pdf,138994,5c4dfbbd5469285089143d39e39fc9a41decb52a73bc218fa069b04639016336,pending
doc_c43f76f9114178e7,raib,en,derailment,near_1134,raib/18_2012_Princes_Street_Gardens__Edinburgh.pdf,pdf,10844,8c1b00f33f5ccd8b53e4072fa5ec12039b65860fcf18d92e4176433ba919f047,pilot_accepted
doc_d7143f659ed5e0a1,raib,en,derailment,near_1245,raib/R162020_201223_Clitheroe.pdf,pdf,95138,671083549ef682daf422101064dd3279b2036f37ab146ba8f3ed6b427c665806,pending
doc_d82b6de9d1250b82,raib,en,derailment,near_1258,raib/R242014_141113_ECML_Rail_Breaks.pdf,pdf,120571,0e89aec21be9f3471e0bb0f89bcf6bb52b681c43032b4a75b87b8eb6752e48a8,pending
doc_3438119b8e0556d3,raib,en,fire,near_0324,raib/R022019_190325_Lewisham.pdf,pdf,145805,1cad4d792ad2ce31bc351a0550c8f95cd9dda5a17764fd2a2994681173d29373,pending
doc_35a370afe4810801,raib,en,fire,near_0337,raib/R032024_240508_Clapham_Common.pdf,pdf,105277,554e1a9194cf33a18745cb0922131d88f71f7d91186396e627a4e65007d1684e,pending
doc_37f5e1cf14bd6280,raib,en,fire,near_0349,raib/R162014_140728_Holland_Park.pdf,pdf,79560,75947ba6f57744028c1852d6a4ce808f9d5e29ceef6293b4b70033d3ce26121d,pending
doc_8033dcd9e8673168,raib,en,fire,near_0763,raib/18_2013_South_Gosforth.pdf,pdf,3313,70b8a890e227896f4cd15850f2cf01836497122b5b837d9587326de2d26e6516,pending
doc_d86f7f7ef87ada56,raib,en,fire,near_1263,raib/R072015_150624_Sutton_Weaver.pdf,pdf,55425,a8f09efe53ef5a18fb850fe58345ba721f279c58ed9191b49c373fe41cd387dc,pilot_accepted
doc_da88b07814e772a5,raib,en,fire,near_1275,raib/R132023_231031_Loughborough.pdf,pdf,83925,9e7dd6a8c33e78fa55fe30187a75db27230e05dc978dff70348f49149c64ea93,pilot_accepted
doc_e8707bfbcabfb2c8,raib,en,fire,near_1331,raib/18_2015_Windsor___Eton_Riverside.pdf,pdf,4262,4a5f2bfd7d0535fda2c58d14a84142b0a7d66e524edd7eb1da2136d20cbe0967,pending
doc_ec8762d0d11a8f79,raib,en,fire,near_1352,raib/R142018_180903_Notting_Hill_Gate.pdf,pdf,72455,eb43094eba31bc2b38e6b383f01ceb22e9e6027c41439b43899a4332043ad720,pending
doc_175f9173ac3e0fd7,raib,en,infrastructure,near_0147,raib/06_2015_Redhill.pdf,pdf,6839,fd271813882eeb2d9dbc252dcd51e577f67b3c29afc82ca2aea35077bbca4ba2,pending
doc_48dcf1f39bfc2d2d,raib,en,infrastructure,near_0446,raib/01_2015_Newark.pdf,pdf,5050,674ab240b0403c1ca55c6931c3f0e8016fba7eebeb9925e43d5034c4be30540f,pending
doc_4dd50dcbab020ec9,raib,en,infrastructure,near_0484,raib/13_2011_Oxshott_Station.pdf,pdf,7287,faaaca7ff104a724ec5f07c7ea5f42d27fadd72f9b803c0fc360948326305d45,pilot_accepted
doc_55be2a42fe7cc632,raib,en,infrastructure,near_0535,raib/08_2014_Class_Investigation_into_Landslips.pdf,pdf,8304,150c4415d06170266a570bdecf54f92d69756e7e3234b003a5aae4e338151cff,pilot_accepted
doc_6584daa0caafa59c,raib,en,infrastructure,near_0622,raib/17_2014_Southend_and_Whyteleafe.pdf,pdf,9153,206eb9a66d9d80f275b42a9f3fd9f2304cfe99ea85f8c4d6855146d9db780631,pending
doc_804139f761ab4788,raib,en,infrastructure,near_0764,raib/R152008_080717_Orton.pdf,pdf,20697,ef83869f1d3db846f521c2454014906518e007ea9497768e59a396b7a1c30402,pending
doc_8ad86ae165592395,raib,en,infrastructure,near_0827,raib/13_2009_User_worked_crossings.pdf,pdf,7548,e6d25a0920105f7dd6664eeff65b1b6c9302af76c17281d118920ecbb8f80b65,pending
doc_8c7b8bfc9020deb7,raib,en,infrastructure,near_0836,raib/14_2012_Haslemere.pdf,pdf,9150,a687591189dbf14a297bc9a1a9c2f78b0e7c376716f50ffad0a87ae9f50b6a2a,pending
doc_c199e82a6815f51f,raib,en,infrastructure,near_1122,raib/07_2013_Roydon_station__Essex.pdf,pdf,5270,343d6ace90bd3914897cf9c2bb0f9e06ce46e1db285de9eae24ba89bf5724dab,pending
doc_db9600e4c2b3157e,raib,en,infrastructure,near_1278,raib/21_2013_Saxilby.pdf,pdf,7746,a02d5f2f72d747f8f75e85b700d72a1dcf7a7f254a11eb74668190bc8890925f,pending
doc_079a60caeb7e7b37,raib,en,level_crossing,near_0049,raib/IR012018_181018_Cambrian_TSRs.pdf,pdf,21957,b12654900d28747f1254e76cd54d1ac324aeeb63478853462d2fef1351215ca6,pilot_accepted
doc_0cca81d231f138a3,raib,en,level_crossing,near_0082,raib/R172019_191219_Cambrian_Coast_line.pdf,pdf,127001,ccda10c224be3d9b3ec9c4ecb51d86b0296d1620e498aa278ea2b0e7c932d2ff,pending
doc_1b2e8e30fa21f400,raib,en,level_crossing,near_0170,raib/11_2013_Lindridge_Farm.pdf,pdf,10231,75ad1ca8d6dd310384f145da6b215c12dbe5231d04a77b2b6bd2527820f59035,pending
doc_353497e3cd506a74,raib,en,level_crossing,near_0333,raib/32_2009_Bayles_and_Wylies_Bestwood.pdf,pdf,9267,964b7e0dfc42b3d1a51291eb143d658bd3b9fbd2ba1d62fdf68f7edd23719135,pending
doc_6ebdaf63dfe07d50,raib,en,level_crossing,near_0678,raib/04_2011_Moreton-on-Lugg.pdf,pdf,7024,f80359dcafcde2937474e49f6064c983fe49f348c16b7fb056a5622d6bc5f039,pending
doc_84448080de8e2dc7,raib,en,level_crossing,near_0780,raib/11_2014_Llandovery_level_crossing.pdf,pdf,9388,a4ea6e3037d35c8da668276b86c176836808bcb9c5544e31399955f259fd3ab4,pending
doc_896b8befa79a83f8,raib,en,level_crossing,near_0810,raib/05_2015_Frampton.pdf,pdf,9214,0713d28b66b27d5ed0b3f2dc04fb718466b56a4073c897f6baab071e0926af06,pending
doc_94cc2e15a8a4822b,raib,en,level_crossing,near_0873,raib/R022020_200206_Beddgelert.pdf,pdf,61560,8173aa682b6fb51f7da74b83ffc41aea3630ed19a8ec5689f9008ad92fb7cdad,pending
doc_a98959ca2999ae7b,raib,en,level_crossing,near_0992,raib/01_2014_Motts_Lane__Witham__Essex.pdf,pdf,6736,76430b4433a6d8be3a9d177cf20b44edbd229db01bdbb004f6663c48e6b6d5b3,pending
doc_bef6c19dcbc48214,raib,en,level_crossing,near_1111,raib/R032020_200512_HPSO.pdf,pdf,121428,5dccae82535594a18cd091958810e22ed8af1b577077c3392f078bf0dcc13bf1,pending
doc_c204e80709650f73,raib,en,level_crossing,near_1125,raib/12_2014_Butterswood__North_Lincolnshire.pdf,pdf,7630,74a8b8482de5a86a9cb8a4d696ad18f8d7c69a6198ea15cf7233cad79d227afc,pilot_accepted
doc_f252fdf26779d6dc,raib,en,level_crossing,near_1380,raib/R042023_230424_Farnborough_North.pdf,pdf,79118,fa33cbea9fdb71c74872ed5b8b5f2e06140bfb50ff65230ef84efa47fe5d9102,pending
doc_fbf9807e312e9561,raib,en,level_crossing,near_1420,raib/R042024_240516_Kineton.pdf,pdf,113412,66678052483f7de84c12b2b08eaee75040f5fed3f4e044d6c46fa6a7c86b2e52,pending
doc_029234eedf69f3ec,raib,en,other,near_0015,raib/19_2013_Bayles_and_Wylies.pdf,pdf,7634,8514a811bda76a369824857946fa523fbf4cab8971ae8dbed36475845b0fc55e,pending
doc_0f56e249cf9bdd59,raib,en,other,near_0096,raib/14_2014_Aspatria__Cumbria.pdf,pdf,4308,67c3c21eeed2b14ee9652eefcc8fa5cebe2b60882b6e4341be5066b3fc9e6e3b,pilot_accepted
doc_5b0c720b8d03c56c,raib,en,other,near_0560,raib/03_2014_Old_Street.pdf,pdf,7186,754cea1bfc322fc653ba444755c4f39f88d7cb1c8bee39cb1725279b1c3ffce0,pending
doc_9ae3283775c4a735,raib,en,other,near_0914,raib/06_2013_Littleport__Cambs.pdf,pdf,4296,fdbcaa8f14fb6f8b42c7ab8d968e7d1bcf4405a95634ea8209c11dff715703ec,pending
doc_a31fabdcd249767c,raib,en,other,near_0958,raib/03_2016_West_Wickham.pdf,pdf,2338,ffafd2385005edd76570bb507987b91f5f8f769a7622f45d43a4dfc45399ec44,pending
doc_bbe788c6176ff68e,raib,en,other,near_1091,raib/20_2015_Heathrow.pdf,pdf,6836,ff1c12de8456f4ff37f8b2db4744e214e01a609d7b0f7eba927ed6b08f48a71a,pilot_accepted
doc_eddc4c06ec302318,raib,en,other,near_1355,raib/15_2011_Shap_and_Tebay.pdf,pdf,6073,4a9b561cb408ad9d3f86e509795396b0006950782edf68389211fe2c43c83745,pending
doc_00ecfce4888b3776,raib,en,signal_or_spad,near_0004,raib/R052018_180320_Guildford.pdf,pdf,72982,294711445d311f227c22ec90d9e2675fc02a7508b89fd0d55bba7a156b14db6f,pending
doc_03cf81ad4e3a1e11,raib,en,signal_or_spad,near_0023,raib/R162018_181009_Peckham_Rye.pdf,pdf,109437,d8f0ae5e71d127f5ec625f770888f01d59a634926b67bb374d3895017030e154,pending
doc_100540874510b57d,raib,en,signal_or_spad,near_0102,raib/D072018_180829_Bushey.pdf,pdf,13558,385917e767db309aeadb107bedb80717c40af584a64aeba4ec4846bc2b58eadd,pilot_accepted
doc_19e4e2ebabf35579,raib,en,signal_or_spad,near_0163,raib/R052017_170323_Shawford.pdf,pdf,95420,4fc7fc1ba7fafc7eb6134fe6b1b9a65c9a97a26c4db5ba3f80cbbe8d24bb4190,pending
doc_2356438c72605f5c,raib,en,signal_or_spad,near_0215,raib/R022018_180130_South_Devon_Railway.pdf,pdf,66597,46a92e467d6e06155cb3506e65375b3ec700f8ff3f92023429df8f1e06029af4,pending
doc_2f64b4eb11605f47,raib,en,signal_or_spad,near_0284,raib/R192014_140918_Newcastle.pdf,pdf,99214,8602b76e2e3c78085d4d4d7bdce80a7da44b6cabee01637c2f2b977d991f1125,pending
doc_37969665714f633a,raib,en,signal_or_spad,near_0344,raib/R072024_240701_Styal.pdf,pdf,93351,f8bebb300a4cd0f716d7700af7cfbc4de8748c7c9a59f76630c3eaafe03e7952,pending
doc_5cce5f56f03cd41b,raib,en,signal_or_spad,near_0574,raib/R072023_230727_Haddiscoe.pdf,pdf,69810,7dc289c9ae654735f3949a27b705c4c8f895098db879450ec0c86facc0ea0758,pending
doc_8390ceaa79ac63e2,raib,en,signal_or_spad,near_0776,raib/R152017_171030_Cardiff_East_Junction.pdf,pdf,73617,b462fa407591bdd701c06880ef4bd519e2c6681c88ce52d9ddfba88da91273bf,pilot_accepted
doc_8aa8c83fa13c29bb,raib,en,signal_or_spad,near_0825,raib/R092020_220328_Tyseley_v2.pdf,pdf,85685,ee4c72a98e9b2f0b3aea82f5eee5c3e8991ce7dbc4c071e780e8d7b973a7684e,pending
doc_8e2862962574c497,raib,en,signal_or_spad,near_0844,raib/R122016_160630_Hayes_and_Harlington.pdf,pdf,86689,71f6c59653d33d5b2ff65f89f6f2593835ef0421bdfb052cbe49100dbbc8ec10,pending
doc_afa5677f37cc3de1,raib,en,signal_or_spad,near_1024,raib/R222016_161114_Lamington_viaduct.pdf,pdf,137777,c66f4069f40e844294087028b733432c901b70bd36f9deb1d4437e7414a4b90b,pending
doc_c1707250a1328eb0,raib,en,signal_or_spad,near_1121,raib/R072026_260615_Bookham_Tunnel.pdf,pdf,90417,850c7020ab487cdd2629e3138d79f23a1ad58e956128aed4eb9a41cfec82608a,pending
doc_c2ebfa76a65801f5,raib,en,signal_or_spad,near_1130,raib/R062019_190710_Finchley_Road.pdf,pdf,102158,71a003b2083e57fa0f0a5a592c5de21ab8bcfc93dd13abc5c9118fdd89e50d2f,pending
