domain,method,seed,epoch,loss,val_f1
science,bigru,29,2,3.033968210220337,0
science,bigru,29,3,2.7373974084854127,0.017316017316017316
science,bigru,29,4,2.4014972925186155,0.09375
science,bigru,29,5,2.0297556638717653,0.13134328358208955
science,bigru,29,6,1.6372857928276061,0.12999999999999998
science,bigru,29,7,1.2643698573112487,0.13740458015267176
science,bigru,29,8,0.9435498118400574,0.1561181434599156
science,bigru,29,9,0.6677453398704529,0.18061674008810574
science,bigru,29,10,0.46226583421230316,0.1784037558685446
science,bigru,29,11,0.32476716935634614,0.19093078758949877
science,bigru,29,12,0.21930921226739883,0.1796116504854369
science,bigru,29,13,0.16928422600030898,0.21264367816091953
science,bigru,29,14,0.11429784595966339,0.2066869300911854
science,bigru,29,15,0.09367640241980553,0.23456790123456792
science,bigru,47,1,3.4091660737991334,0
science,bigru,47,2,3.003571081161499,0.006779661016949152
science,bigru,47,3,2.6726790189743044,0.049079754601226995
science,bigru,47,4,2.35096116065979,0.10752688172043011
science,bigru,47,5,1.9830266952514648,0.13333333333333333
science,bigru,47,6,1.6197969794273377,0.13781512605042015
science,bigru,47,7,1.2539249658584595,0.15551537070524413
science,bigru,47,8,0.9403509855270386,0.15488215488215487
science,bigru,47,9,0.6839565157890319,0.16640000000000002
science,bigru,47,10,0.47804757952690125,0.16049382716049382
science,bigru,47,11,0.33834746330976484,0.18563922942206654
science,bigru,47,12,0.2286308616399765,0.16554054054054054
science,bigru,47,13,0.16533445864915847,0.16360601001669448
science,bigru,47,14,0.11808614581823348,0.15973377703826955
science,bigru,47,15,0.09170503728091717,0.15282392026578073
science,cross_residual,13,1,3.3322181701660156,0
science,cross_residual,13,2,2.7580928564071656,0.09569377990430622
science,cross_residual,13,3,2.3322620153427125,0.11488250652741512
science,cross_residual,13,4,1.9083813190460206,0.13141683778234087
science,cross_residual,13,5,1.4869277477264404,0.17078651685393256
science,cross_residual,13,6,1.1201226532459259,0.17359855334538876
science,cross_residual,13,7,0.7860843777656555,0.19342359767891684
science,cross_residual,13,8,0.5438707381486892,0.17013232514177692
science,cross_residual,13,9,0.3512099891901016,0.18699186991869918
science,cross_residual,13,10,0.2485199674963951,0.1825242718446602
science,cross_residual,13,11,0.16942336335778235,0.21545667447306793
science,cross_residual,13,12,0.10930365547537804,0.23
science,cross_residual,13,13,0.08453494496643543,0.23300970873786409
science,cross_residual,13,14,0.05867798663675785,0.21307506053268765
science,cross_residual,13,15,0.04630344547331333,0.2318840579710145
science,cross_residual,29,1,3.3553719520568848,0
science,cross_residual,29,2,2.7546411514282227,0.0979381443298969
science,cross_residual,29,3,2.3001306533813475,0.10270270270270271
science,cross_residual,29,4,1.8433046698570252,0.10330578512396693
science,cross_residual,29,5,1.4146900296211242,0.1457286432160804
science,cross_residual,29,6,1.0221070230007172,0.1509433962264151
science,cross_residual,29,7,0.714026802778244,0.17889908256880735
science,cross_residual,29,8,0.4681176692247391,0.17475728155339804
science,cross_residual,29,9,0.3112696573138237,0.1994750656167979
science,cross_residual,29,10,0.20960975885391236,0.18911174785100288
science,cross_residual,29,11,0.1426662750542164,0.20952380952380953
science,cross_residual,29,12,0.09987000077962875,0.205607476635514
science,cross_residual,29,13,0.07865832149982452,0.2112211221122112
science,cross_residual,29,14,0.05504988506436348,0.19795221843003413
science,cross_residual,29,15,0.04451650343835354,0.21843003412969283
science,cross_residual,47,1,3.3221939325332643,0
science,cross_residual,47,2,2.7412197589874268,0.08484848484848485
science,cross_residual,47,3,2.2688054919242857,0.12527964205816555
science,cross_residual,47,4,1.825320053100586,0.15384615384615383
science,cross_residual,47,5,1.383502447605133,0.17968750000000003
science,cross_residual,47,6,1.0112724900245667,0.1906614785992218
science,cross_residual,47,7,0.6995366454124451,0.18867924528301888
science,cross_residual,47,8,0.48126145303249357,0.19622641509433963
science,cross_residual,47,9,0.3149962484836578,0.1916376306620209
science,cross_residual,47,10,0.2061450183391571,0.19115044247787613
science,cross_residual,47,11,0.1446028433740139,0.19391634980988592
science,cross_residual,47,12,0.09761916771531105,0.17739130434782607
science,cross_residual,47,13,0.07350096851587296,0.1818181818181818
science,cross_residual,47,14,0.05464454665780068,0.1904761904761905
science,cross_residual,47,15,0.04561529066413641,0.19083969465648853
literature,bigru,13,1,3.1584115982055665,0
literature,bigru,13,2,2.8765625953674316,0
literature,bigru,13,3,2.6829485416412355,0
literature,bigru,13,4,2.507670259475708,0.050955414012738856
literature,bigru,13,5,2.3284488677978517,0
literature,bigru,13,6,2.146678400039673,0.09411764705882354
literature,bigru,13,7,1.892141008377075,0.06965174129353234
literature,bigru,13,8,1.649628257751465,0.10638297872340424
literature,bigru,13,9,1.3713605403900146,0.07758620689655171
literature,bigru,13,10,1.1219447135925293,0.10909090909090909
literature,bigru,13,11,0.8595503687858581,0.13761467889908255
literature,bigru,13,12,0.6441470623016358,0.13274336283185842
literature,bigru,13,13,0.47033913135528566,0.14218009478672983
literature,bigru,13,14,0.3421147584915161,0.12711864406779658
literature,bigru,13,15,0.24220153391361238,0.11023622047244096
literature,bigru,29,1,3.165152883529663,0.011976047904191616
literature,bigru,29,2,2.8971418857574465,0
literature,bigru,29,3,2.724835014343262,0
literature,bigru,29,4,2.5149452686309814,0.07228915662650602
literature,bigru,29,5,2.326909065246582,0.07792207792207792
literature,bigru,29,6,2.0956358671188355,0.0925925925925926
literature,bigru,29,7,1.8305066108703614,0.10666666666666667
literature,bigru,29,8,1.5537607192993164,0.16479400749063672
literature,bigru,29,9,1.2794846057891847,0.135048231511254
literature,bigru,29,10,0.9945426702499389,0.13620071684587814
literature,bigru,29,11,0.7654174566268921,0.14685314685314685
literature,bigru,29,12,0.5893439054489136,0.1292307692307692
literature,bigru,29,13,0.42397268414497374,0.16546762589928057
literature,bigru,29,14,0.310116583108902,0.12903225806451615
literature,bigru,29,15,0.23416316211223603,0.1509433962264151
literature,bigru,47,1,3.174218702316284,0.0311284046692607
literature,bigru,47,2,2.89304838180542,0
literature,bigru,47,3,2.66210994720459,0.038709677419354833
literature,bigru,47,4,2.4661751270294188,0.07166123778501629
literature,bigru,47,5,2.2614845752716066,0.06130268199233716
literature,bigru,47,6,2.0611560583114623,0.07586206896551724
literature,bigru,47,7,1.8250284910202026,0.09042553191489361
literature,bigru,47,8,1.5681414604187012,0.0962962962962963
literature,bigru,47,9,1.2881027936935425,0.11214953271028037
literature,bigru,47,10,1.0320234179496766,0.15730337078651685
literature,bigru,47,11,0.7960123896598816,0.16083916083916086
literature,bigru,47,12,0.5953594803810119,0.1797752808988764
literature,bigru,47,13,0.4180348515510559,0.1686746987951807
literature,bigru,47,14,0.30886659026145935,0.1917808219178082
literature,bigru,47,15,0.2364346981048584,0.17167381974248927
literature,cross_residual,13,1,3.0965429306030274,0
literature,cross_residual,13,2,2.689000463485718,0
literature,cross_residual,13,3,2.384569692611694,0.03717472118959107
literature,cross_residual,13,4,2.093715858459473,0.08304498269896193
literature,cross_residual,13,5,1.7874972343444824,0.08658008658008658
literature,cross_residual,13,6,1.4643994331359864,0.060377358490566045
literature,cross_residual,13,7,1.1431601285934447,0.06153846153846154
literature,cross_residual,13,8,0.8862310886383057,0.06521739130434782
literature,cross_residual,13,9,0.6245159983634949,0.060606060606060615
literature,cross_residual,13,10,0.4534525513648987,0.0892193308550186
literature,cross_residual,13,11,0.3123834073543549,0.07766990291262135
literature,cross_residual,13,12,0.20894159972667695,0.12435233160621761
literature,cross_residual,13,13,0.14058056175708772,0.10112359550561797
literature,cross_residual,13,14,0.10972104221582413,0.13114754098360656
literature,cross_residual,13,15,0.07675364762544631,0.10204081632653061
literature,cross_residual,29,1,3.1411168575286865,0
literature,cross_residual,29,2,2.717275094985962,0
literature,cross_residual,29,3,2.4360827922821047,0.07058823529411765
literature,cross_residual,29,4,2.1095600366592406,0.08955223880597014
literature,cross_residual,29,5,1.787838387489319,0.14349775784753363
literature,cross_residual,29,6,1.4414925813674926,0.1478599221789883
literature,cross_residual,29,7,1.0901145696640016,0.13194444444444442
literature,cross_residual,29,8,0.8090086102485656,0.1478599221789883
literature,cross_residual,29,9,0.6028902888298034,0.15019762845849802
literature,cross_residual,29,10,0.41856435537338255,0.16101694915254236
literature,cross_residual,29,11,0.2920060694217682,0.19444444444444445
literature,cross_residual,29,12,0.20400119423866273,0.18565400843881857
literature,cross_residual,29,13,0.1475944221019745,0.18099547511312214
literature,cross_residual,29,14,0.10575399249792099,0.182648401826484
literature,cross_residual,29,15,0.08269894719123841,0.20095693779904306
literature,cross_residual,47,1,3.1314773082733156,0.016597510373443983
literature,cross_residual,47,2,2.6901803493499754,0.014285714285714287
literature,cross_residual,47,3,2.363356018066406,0.03404255319148936
literature,cross_residual,47,4,2.056687664985657,0.03986710963455149
literature,cross_residual,47,5,1.7250649213790894,0.040983606557377046
literature,cross_residual,47,6,1.402129101753235,0.07317073170731708
literature,cross_residual,47,7,1.0612327218055726,0.10238907849829351
literature,cross_residual,47,8,0.7904996514320374,0.11583011583011583
literature,cross_residual,47,9,0.5603933990001678,0.14184397163120566
literature,cross_residual,47,10,0.39458422660827636,0.16153846153846155
literature,cross_residual,47,11,0.2828448414802551,0.1565217391304348
literature,cross_residual,47,12,0.19680408835411073,0.16153846153846155
literature,cross_residual,47,13,0.13661192506551742,0.15246636771300448
literature,cross_residual,47,14,0.10094863176345825,0.1588785046728972
literature,cross_residual,47,15,0.0791284680366516,0.17937219730941703
music,bigru,13,1,3.2972780227661134,0
music,bigru,13,2,3.002252197265625,0
music,bigru,13,3,2.7093013286590577,0
music,bigru,13,4,2.478353261947632,0.04854368932038835
music,bigru,13,5,2.241975736618042,0.02843601895734597
music,bigru,13,6,2.0235376358032227,0.07604562737642585
music,bigru,13,7,1.760389256477356,0.08777429467084641
music,bigru,13,8,1.5429210662841797,0.10704225352112676
music,bigru,13,9,1.2906291484832764,0.08854166666666666
music,bigru,13,10,1.00726717710495,0.10723860589812333
music,bigru,13,11,0.8003595232963562,0.10880829015544041
music,bigru,13,12,0.6299935579299927,0.09595959595959595
music,bigru,13,13,0.4835345923900604,0.0449438202247191
music,bigru,13,14,0.3673682570457458,0.06419753086419754
music,bigru,13,15,0.2730046033859253,0.07751937984496124
music,bigru,29,1,3.2976698875427246,0
music,bigru,29,2,3.0027947425842285,0
music,bigru,29,3,2.7310000896453857,0.024539877300613498
music,bigru,29,4,2.487602710723877,0.02955665024630542
music,bigru,29,5,2.210203242301941,0.07179487179487179
music,bigru,29,6,2.0159443855285644,0.06926406926406926
music,bigru,29,7,1.7665912628173828,0.08934707903780068
music,bigru,29,8,1.5202462196350097,0.09688581314878893
music,bigru,29,9,1.2621258020401,0.06760563380281691
music,bigru,29,10,1.021897029876709,0.09090909090909091
music,bigru,29,11,0.7836851239204407,0.07936507936507936
music,bigru,29,12,0.6065162897109986,0.11411411411411412
music,bigru,29,13,0.45047571063041686,0.11209439528023597
music,bigru,29,14,0.3280234634876251,0.12578616352201258
music,bigru,29,15,0.24252335727214813,0.14084507042253522
music,bigru,47,1,3.325330972671509,0.03937007874015748
music,bigru,47,2,3.0278283596038817,0
music,bigru,47,3,2.7465774536132814,0.027777777777777776
music,bigru,47,4,2.519455909729004,0.05405405405405405
music,bigru,47,5,2.26169810295105,0.05947955390334572
music,bigru,47,6,2.0232308149337768,0.0694006309148265
music,bigru,47,7,1.8178814888000487,0.07624633431085044
music,bigru,47,8,1.5727906942367553,0.1196013289036545
music,bigru,47,9,1.2957570552825928,0.08387096774193549
music,bigru,47,10,1.0876843571662902,0.0858085808580858
music,bigru,47,11,0.8655276536941529,0.10702341137123746
music,bigru,47,12,0.6705650210380554,0.11929824561403508
music,bigru,47,13,0.5003636360168457,0.1267605633802817
music,bigru,47,14,0.37208049893379214,0.13970588235294118
music,bigru,47,15,0.2942397266626358,0.13194444444444442
music,cross_residual,13,1,3.244025182723999,0
music,cross_residual,13,2,2.7684115409851073,0.01360544217687075
music,cross_residual,13,3,2.3566548824310303,0.051470588235294115
music,cross_residual,13,4,2.032863211631775,0.07643312101910828
music,cross_residual,13,5,1.7199723958969115,0.12014134275618374
music,cross_residual,13,6,1.401152777671814,0.07624633431085044
music,cross_residual,13,7,1.0767822265625,0.08333333333333333
music,cross_residual,13,8,0.8437798976898193,0.08060453400503778
music,cross_residual,13,9,0.615307891368866,0.06382978723404255
music,cross_residual,13,10,0.4174647510051727,0.06824146981627296
music,cross_residual,13,11,0.30232930183410645,0.08645533141210374
music,cross_residual,13,12,0.21570058166980743,0.0641399416909621
music,cross_residual,13,13,0.1626210480928421,0.061797752808988755
music,cross_residual,13,14,0.12551148235797882,0.06779661016949153
music,cross_residual,13,15,0.08901753425598144,0.06547619047619048
music,cross_residual,29,1,3.2463565349578856,0.010101010101010102
music,cross_residual,29,2,2.757777547836304,0.02564102564102564
music,cross_residual,29,3,2.370177984237671,0.04013377926421405
music,cross_residual,29,4,2.0425889253616334,0.0729483282674772
music,cross_residual,29,5,1.6777960538864136,0.11194029850746269
music,cross_residual,29,6,1.4087047576904297,0.11594202898550725
music,cross_residual,29,7,1.1027316093444823,0.10491803278688523
music,cross_residual,29,8,0.8261370062828064,0.13013698630136988
music,cross_residual,29,9,0.5994823694229126,0.12063492063492062
music,cross_residual,29,10,0.42645117044448855,0.099644128113879
music,cross_residual,29,11,0.2935941219329834,0.13953488372093023
music,cross_residual,29,12,0.2209961533546448,0.1684981684981685
music,cross_residual,29,13,0.1515789031982422,0.1450381679389313
music,cross_residual,29,14,0.10905777066946029,0.16356877323420074
music,cross_residual,29,15,0.08558938354253769,0.1520912547528517
music,cross_residual,47,1,3.2933183193206785,0.006493506493506493
music,cross_residual,47,2,2.805017328262329,0.01904761904761905
music,cross_residual,47,3,2.4095359802246095,0.04069767441860465
music,cross_residual,47,4,2.079964280128479,0.05319148936170212
music,cross_residual,47,5,1.7266005277633667,0.06707317073170732
music,cross_residual,47,6,1.3957815885543823,0.08982035928143714
music,cross_residual,47,7,1.1141443729400635,0.0911854103343465
music,cross_residual,47,8,0.8535447001457215,0.1103448275862069
music,cross_residual,47,9,0.6073461771011353,0.08873720136518773
music,cross_residual,47,10,0.43818376064300535,0.1107266435986159
music,cross_residual,47,11,0.3167933106422424,0.11851851851851851
music,cross_residual,47,12,0.2188839226961136,0.1520912547528517
music,cross_residual,47,13,0.1525208756327629,0.12244897959183675
music,cross_residual,47,14,0.10854044556617737,0.14937759336099588
music,cross_residual,47,15,0.09240875691175461,0.14754098360655737
politics,bigru,13,1,2.688885498046875,0.01724137931034483
politics,bigru,13,2,2.1177307844161986,0.14721723518850988
politics,bigru,13,3,1.740971863269806,0.10619469026548672
politics,bigru,13,4,1.452891743183136,0.17857142857142858
politics,bigru,13,5,1.2051113963127136,0.16988416988416988
politics,bigru,13,6,0.970495730638504,0.21671826625386997
politics,bigru,13,7,0.7358880639076233,0.2470389170896785
politics,bigru,13,8,0.5219902694225311,0.2579505300353357
politics,bigru,13,9,0.3519881069660187,0.2683363148479428
politics,bigru,13,10,0.22472984939813614,0.27586206896551724
politics,bigru,13,11,0.15040327832102776,0.27710843373493976
politics,bigru,13,12,0.10338631719350815,0.26639344262295084
politics,bigru,13,13,0.07284165732562542,0.26501035196687367
politics,bigru,13,14,0.05211078301072121,0.2754237288135593
politics,bigru,13,15,0.035746919363737105,0.2706131078224101
politics,bigru,29,1,2.704054594039917,0
politics,bigru,29,2,2.1263513565063477,0.09113924050632911
politics,bigru,29,3,1.7707255840301515,0.11337868480725623
politics,bigru,29,4,1.446697723865509,0.16985138004246284
politics,bigru,29,5,1.1534784197807313,0.2659380692167577
politics,bigru,29,6,0.8835434556007385,0.32235701906412484
politics,bigru,29,7,0.6401253938674927,0.35157545605306795
politics,bigru,29,8,0.43182797729969025,0.3918495297805643
politics,bigru,29,9,0.2992197647690773,0.3689024390243903
politics,bigru,29,10,0.19832702875137329,0.3732057416267942
politics,bigru,29,11,0.13343113884329796,0.3926174496644295
politics,bigru,29,12,0.08806492611765862,0.3848797250859106
politics,bigru,29,13,0.06076650619506836,0.3684210526315789
politics,bigru,29,14,0.047757971286773684,0.36577181208053694
politics,bigru,29,15,0.033745694905519485,0.39926739926739924
politics,bigru,47,1,2.7174012899398803,0
politics,bigru,47,2,2.188580882549286,0.17414248021108178
politics,bigru,47,3,1.8331512689590455,0.21052631578947367
politics,bigru,47,4,1.5452415704727174,0.29126213592233013
politics,bigru,47,5,1.292615407705307,0.2738738738738739
politics,bigru,47,6,1.031308376789093,0.32770270270270274
politics,bigru,47,7,0.8009247779846191,0.3427495291902072
politics,bigru,47,8,0.5810185730457306,0.4225941422594143
politics,bigru,47,9,0.39084085524082185,0.4196078431372549
politics,bigru,47,10,0.2681459501385689,0.4158004158004158
politics,bigru,47,11,0.17236074656248093,0.4319654427645788
politics,bigru,47,12,0.1199380025267601,0.46258503401360546
politics,bigru,47,13,0.08773716390132905,0.44835164835164837
politics,bigru,47,14,0.057417652755975726,0.46924829157175396
politics,bigru,47,15,0.04553805701434612,0.47511312217194573
politics,cross_residual,13,1,2.532540035247803,0.06982543640897756
politics,cross_residual,13,2,1.7752782821655273,0.1799709724238026
politics,cross_residual,13,3,1.362633889913559,0.24242424242424243
politics,cross_residual,13,4,1.0327638328075408,0.25705329153605017
politics,cross_residual,13,5,0.7463404417037964,0.2670375521557719
politics,cross_residual,13,6,0.5305538356304169,0.2847457627118644
politics,cross_residual,13,7,0.3469241797924042,0.2888888888888889
politics,cross_residual,13,8,0.23185206651687623,0.32136105860113423
politics,cross_residual,13,9,0.1540699101984501,0.32761904761904764
politics,cross_residual,13,10,0.10514843538403511,0.33121019108280253
politics,cross_residual,13,11,0.073274901881814,0.36929460580912865
politics,cross_residual,13,12,0.05603552497923374,0.36286919831223635
politics,cross_residual,13,13,0.04303771946579218,0.30941704035874434
politics,cross_residual,13,14,0.03304186966270208,0.3433476394849786
politics,cross_residual,13,15,0.026227611303329467,0.3470715835140997
politics,cross_residual,29,1,2.5570017814636232,0.02259887005649718
politics,cross_residual,29,2,1.8046515583992004,0.1952755905511811
politics,cross_residual,29,3,1.3893581867218017,0.24302134646962234
politics,cross_residual,29,4,1.0340144395828248,0.3274478330658106
politics,cross_residual,29,5,0.7288906574249268,0.3429487179487179
politics,cross_residual,29,6,0.4898326575756073,0.3768595041322314
politics,cross_residual,29,7,0.3128112703561783,0.4136752136752137
politics,cross_residual,29,8,0.20484109818935395,0.42195540308747853
politics,cross_residual,29,9,0.13863207772374153,0.40128410914927765
politics,cross_residual,29,10,0.0969976857304573,0.42776735459662285
politics,cross_residual,29,11,0.06747252643108367,0.4220183486238532
politics,cross_residual,29,12,0.04956200644373894,0.43272727272727274
politics,cross_residual,29,13,0.0401870034635067,0.4265232974910394
politics,cross_residual,29,14,0.030508180148899555,0.42568807339449544
politics,cross_residual,29,15,0.02185106687247753,0.42458100558659223
politics,cross_residual,47,1,2.589559006690979,0.0068259385665529
politics,cross_residual,47,2,1.888703191280365,0.18412698412698414
politics,cross_residual,47,3,1.4610769510269166,0.30882352941176466
politics,cross_residual,47,4,1.124403840303421,0.3695652173913043
politics,cross_residual,47,5,0.8334474503993988,0.38686131386861317
politics,cross_residual,47,6,0.5804674416780472,0.42962962962962964
politics,cross_residual,47,7,0.4039976686239243,0.44583333333333336
politics,cross_residual,47,8,0.2633941650390625,0.4430379746835443
politics,cross_residual,47,9,0.16775011867284775,0.48659793814432994
politics,cross_residual,47,10,0.11547677516937256,0.4657534246575343
politics,cross_residual,47,11,0.08112720660865307,0.4700665188470066
politics,cross_residual,47,12,0.05774158462882042,0.4884792626728111
politics,cross_residual,47,13,0.04813469089567661,0.4711316397228637
politics,cross_residual,47,14,0.03632658459246159,0.4931506849315068
politics,cross_residual,47,15,0.027923912927508353,0.5080091533180778
