dataset,system,seed,epoch,step,loss,started_at_utc
ade,hrge,42,1,510,0.00062,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,515,0.00095,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,520,0.00494,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,525,8e-05,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,530,0.00126,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,535,0.00192,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,540,2e-05,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,545,0.00458,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,550,0.01035,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,555,0.0002,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,560,0.00268,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,565,0.01103,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,570,0.00364,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,575,0.00129,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,580,0.00603,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,585,0.03335,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,590,0.00745,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,595,0.00058,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,600,0.00875,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,605,0.00145,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,610,0.00526,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,615,0.00367,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,620,0.00023,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,625,0.00253,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,630,0.00096,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,635,0.00665,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,640,0.00243,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,645,0.00773,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,650,7e-05,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,655,0.01542,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,660,2e-05,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,665,0.00184,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,670,0.00033,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,675,0.04087,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,680,0.00015,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,685,0.00231,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,690,0.01529,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,695,0.01884,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,700,0.0012,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,705,0.00517,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,710,0.00018,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,715,0.0038,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,720,0.01964,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,725,0.00025,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,730,0.0001,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,735,0.00136,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,740,0.04004,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,745,0.0001,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,750,9e-05,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,755,0.00529,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,760,0.0006,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,765,0.03568,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,770,0.00015,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,775,0.00066,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,780,0.00017,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,785,0.00239,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,790,0.00592,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,795,0.00077,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,800,0.00454,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,805,0.00102,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,810,0.00496,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,815,0.0047,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,820,0.0184,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,825,7e-05,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,830,0.00289,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,835,0.0032,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,840,0.00253,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,845,0.00463,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,850,0.00031,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,855,0.00176,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,860,8e-05,2026-09-04T09:46:48.412932+00:00
ade,hrge,42,1,865,6e-05,2026-09-04T09:46:48.412932+00:00
